Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR14722226,2021-06-03 21:37:07,2021-06-03 21:20:44,3089663,933078226,3089663,302,375,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/014377/SRR14722226,SRX11059290,Plate1_F9_S33_L002_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126363,SAMN19302503,simple,1010605,Mycoblastus sanguinarioides,Plate1_F9_S33_L002_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,06F72E2376B4B0F3431FB6AFBDB684F2,8D26B41E03433D16EA83427DD8242B53
SRR14722203,2021-06-03 21:37:08,2021-06-03 21:20:11,2751229,830871158,2751229,302,330,,https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/014377/SRR14722203,SRX11059313,Plate1_G11_S41_L002_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126386,SAMN19302524,simple,107438,Loxospora elatina,Plate1_G11_S41_L002_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,7B37902D41D2D07D896A55C29073A65C,F60AEDC9A3A7C4A646C132A4061040A1
SRR14722196,2021-06-03 21:37:08,2021-06-03 21:19:40,2612903,789096706,2612903,302,317,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/014377/SRR14722196,SRX11059320,Plate1_G12_S42_L002_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126393,SAMN19302530,simple,271832,Pyrenula pseudobufonia,Plate1_G12_S42_L002_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,281FD8BDCA4867248210D04A88FEB5EC,FBE59DA56927C571E105F4D17207B7C4
SRR14722238,2021-06-03 21:37:07,2021-06-03 21:20:17,1176083,355177066,1176083,302,145,,https://sra-download.ncbi.nlm.nih.gov/traces/sra65/SRR/014377/SRR14722238,SRX11059278,Plate1_G8_S38_L002_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126351,SAMN19302492,simple,2488736,Collema subflaccidum,Plate1_G8_S38_L002_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,C6754392A6F318AE58F0B2E0896565B6,437F3D1AB8FB57005AB404828B09D5D7
SRR14722224,2021-06-03 21:37:07,2021-06-03 21:19:49,1607935,485596370,1607935,302,198,,https://sra-download.ncbi.nlm.nih.gov/traces/sra68/SRR/014377/SRR14722224,SRX11059292,Plate1_G9_S39_L002_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126365,SAMN19302505,simple,400354,Loxospora ochrophaea,Plate1_G9_S39_L002_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,3003B22C1DD0811C003B84FBDD156DAE,4C13EBE82BD0EC5F8D284F968D589960
SRR14722199,2021-06-03 21:37:08,2021-06-03 21:19:25,1894865,572249230,1894865,302,234,,https://sra-download.ncbi.nlm.nih.gov/traces/sra20/SRR/014377/SRR14722199,SRX11059317,Plate1_H11_S47_L002_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126390,SAMN19302528,simple,223427,Trapeliopsis viridescens,Plate1_H11_S47_L002_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,99D65819E0EDD20F54A993F9566026DD,E253A6AF391E82BD32D726FA1FE12C2D
SRR14722198,2021-06-03 21:37:08,2021-06-03 21:19:43,2343648,707781696,2343648,302,281,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/014377/SRR14722198,SRX11059318,Plate1_H12_S48_L002_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126391,SAMN19302529,simple,1518593,Lecanora cinereofusca,Plate1_H12_S48_L002_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,69062AD44AE72D1B14C0D0835CC3DCC1,B6C3329581F1D938BB6998D8136FDA0B
SRR14722237,2021-06-03 21:37:07,2021-06-03 21:21:19,2979482,899803564,2979482,302,360,,https://sra-download.ncbi.nlm.nih.gov/traces/sra50/SRR/014377/SRR14722237,SRX11059279,Plate1_H8_S44_L002_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126352,SAMN19302493,simple,86794,Lobaria pulmonaria,Plate1_H8_S44_L002_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,3E04EF6736F8DBA9CDF49DC52105F672,BC1FD89885305C6526961C533C64C2CB
SRR14722223,2021-06-03 21:37:07,2021-06-03 21:20:47,2668543,805899986,2668543,302,321,,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/014377/SRR14722223,SRX11059293,Plate1_H9_S45_L002_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126366,SAMN19302506,simple,1518755,Ropalospora chlorantha,Plate1_H9_S45_L002_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,046FF1216D6A34E2C3168E1CBA85C1A7,4A1C696EA8ECA7D57FEA688DCEFD6EC2
SRR14721965,2021-06-05 10:03:53,2021-06-05 09:04:18,5344440,1614020880,5344440,302,688,,https://sra-download.ncbi.nlm.nih.gov/traces/sra10/SRR/014376/SRR14721965,SRX11059141,FEN_420_Cladonia_petrophila_Plate6_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126215,SAMN19302741,simple,195777,Cladonia petrophila,FEN_420_Cladonia_petrophila_Plate6_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,3B330078018856FFA1CE04D8688061D5,01E053A067D87719ECB70D50ED199C2A
SRR14721964,2021-06-03 21:25:32,2021-06-03 21:11:08,5337430,1611903860,5337430,302,686,,https://sra-download.ncbi.nlm.nih.gov/traces/sra10/SRR/014376/SRR14721964,SRX11059142,FEN_421_Phyllopsora_parvifolia_Plate6_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126214,SAMN19302742,simple,2497783,Phyllopsora parvifolia,FEN_421_Phyllopsora_parvifolia_Plate6_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,6A1B087E27A34149DA7BD1D1DCAD3C16,9C6EB38985496EE9B151F180BB9300F5
SRR14721962,2021-06-03 21:25:32,2021-06-03 21:09:27,4762685,1438330870,4762685,302,636,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/014376/SRR14721962,SRX11059144,FEN_422_Ramalina_intermedia_Plate6_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126218,SAMN19302743,simple,2840254,Ramalina petrina,FEN_422_Ramalina_intermedia_Plate6_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,69DEF2330DD0FA5C18484131B57CF772,35B9F1E32E98872AFE8A2C91357BB760
SRR14721961,2021-06-03 21:37:05,2021-06-03 21:13:53,8279258,2500335916,8279258,302,1065,,https://sra-download.ncbi.nlm.nih.gov/traces/sra75/SRR/014376/SRR14721961,SRX11059145,FEN_423_Dermatocarpon_muhlenbergii_Plate6_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126219,SAMN19302744,simple,2840198,Dermatocarpon muhlenbergii,FEN_423_Dermatocarpon_muhlenbergii_Plate6_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,FAC4989187AA87C00F14AC781F5D1A72,D4827030914A7C89AE08CC1AA12EB443
SRR14721960,2021-06-03 21:25:32,2021-06-03 21:12:32,8044535,2429449570,8044535,302,1042,,https://sra-download.ncbi.nlm.nih.gov/traces/sra68/SRR/014376/SRR14721960,SRX11059146,FEN_424_Phyllopsora_corallina_Plate6_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126217,SAMN19302745,simple,1986077,Phyllopsora corallina,FEN_424_Phyllopsora_corallina_Plate6_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,C5EA54E68A9E800E65D1D18FDEE963E9,27F4F9D5F07D21AB6D121AED68B84339
SRR14721959,2021-06-03 21:25:32,2021-06-03 21:10:01,4360848,1316976096,4360848,302,559,,https://sra-download.ncbi.nlm.nih.gov/traces/sra50/SRR/014376/SRR14721959,SRX11059147,FEN_425_Ionaspis_lacustris_Plate6_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126220,SAMN19302746,simple,196135,Ionaspis lacustris,FEN_425_Ionaspis_lacustris_Plate6_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,18727131375B494B5576D5061AD1B7F5,E60F9A35E1FB0BE4DBFCF9FC900C2AFD
SRR14721958,2021-06-03 21:11:00,2021-06-03 21:07:42,256498,77462396,256498,302,32,,https://sra-download.ncbi.nlm.nih.gov/traces/sra52/SRR/014376/SRR14721958,SRX11059148,FEN_426_Dibaeis_absoluta_Plate6_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126221,SAMN19302747,simple,90399,Dibaeis absoluta,FEN_426_Dibaeis_absoluta_Plate6_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,88C533A57F6E674255A5D9EA49E35CA0,7B4FD2BF9D677CBCB4303771358EAB75
SRR14721957,2021-06-03 21:25:32,2021-06-03 21:09:52,6486953,1959059806,6486953,302,832,,https://sra-download.ncbi.nlm.nih.gov/traces/sra25/SRR/014376/SRR14721957,SRX11059149,FEN_427_Ephebe_solida_Plate6_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126222,SAMN19302748,simple,2840201,Ephebe solida,FEN_427_Ephebe_solida_Plate6_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,B1B32B683913AB4C533B5BE313D2DDFC,B187126F74CDA157027D7DB25C103A76
SRR14721956,2021-06-05 11:02:40,2021-06-05 10:18:05,8042717,2428900534,8042717,302,1032,,https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/014376/SRR14721956,SRX11059150,FEN_428_Parmotrema_ultralucens_Plate6_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126223,SAMN19302749,simple,2486653,Parmotrema ultralucens,FEN_428_Parmotrema_ultralucens_Plate6_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,BE945C288B89E16C2B4D16CCE381D426,A5B8A9E78F953E32A690F44FAD50A8FE
SRR14721955,2021-06-03 21:25:32,2021-06-03 21:09:44,4795254,1448166708,4795254,302,614,,https://sra-download.ncbi.nlm.nih.gov/traces/sra0/SRR/014376/SRR14721955,SRX11059151,FEN_429_Halecania_sp_Plate6_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126224,SAMN19302750,simple,2840203,Halecania pepegospora,FEN_429_Halecania_sp_Plate6_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,3BB58E360D52607CCEDD17DE2EC3D7C6,2AE39A6C0DDEDCC7E00F37A1C70C4300
SRR14721954,2021-06-03 21:25:32,2021-06-03 21:10:47,6727729,2031774158,6727729,302,862,,https://sra-download.ncbi.nlm.nih.gov/traces/sra0/SRR/014376/SRR14721954,SRX11059152,FEN_430_Collema_furfuraceum_Plate6_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126226,SAMN19302751,simple,243200,Collema furfuraceum,FEN_430_Collema_furfuraceum_Plate6_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,6A7ACC42166781957FA7E01D7085616A,365DB223DA79C6C094AD64F810F9DF31
SRR14721953,2021-06-03 21:25:32,2021-06-03 21:10:18,5673550,1713412100,5673550,302,727,,https://sra-download.ncbi.nlm.nih.gov/traces/sra62/SRR/014376/SRR14721953,SRX11059153,FEN_431_Pannaria_tavaresii_Plate6_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126225,SAMN19302752,simple,578684,Pannaria tavaresii,FEN_431_Pannaria_tavaresii_Plate6_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,969462351266A20E343C5DDEDBAC7D38,F5158D872FB0CE8A1E6A72ACB7BFEDFD
SRR14721950,2021-06-03 21:25:32,2021-06-03 21:10:04,5564251,1680403802,5564251,302,717,,https://sra-download.ncbi.nlm.nih.gov/traces/sra2/SRR/014376/SRR14721950,SRX11059156,FEN_432_Pseudosagedia_chlorotica_Plate6_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126229,SAMN19302753,simple,2840237,Myelochroa obsessa,FEN_432_Pseudosagedia_chlorotica_Plate6_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,E0FE27C88656A9CC18FF5551A897C0D1,94E5E3E7C3062CC2D8384DFDC385D8D8
SRR14721949,2021-06-03 21:25:32,2021-06-03 21:10:04,5398392,1630314384,5398392,302,692,,https://sra-download.ncbi.nlm.nih.gov/traces/sra56/SRR/014376/SRR14721949,SRX11059157,FEN_433_Lecanora_orienoides_Plate6_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126230,SAMN19302754,simple,2654850,Buellia spuria,FEN_433_Lecanora_orienoides_Plate6_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,DC81F167DDAA88E63F4C14BF789E8B23,49A91FE335B7CDA6EDEFD6C8C2C29158
SRR14721948,2021-06-03 21:25:32,2021-06-03 21:09:30,4498742,1358620084,4498742,302,580,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/014376/SRR14721948,SRX11059158,FEN_434_Porpidia_albocaerulescens_Plate6_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126231,SAMN19302755,simple,168922,Porpidia albocaerulescens,FEN_434_Porpidia_albocaerulescens_Plate6_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,B8F28CF5A4951BB8DD0F92A1A4A3B056,7587869125AF37DE9D5ED0ADB34C3FBD
SRR14721947,2021-06-05 08:40:27,2021-06-05 08:08:44,6617764,1998564728,6617764,302,860,,https://sra-download.ncbi.nlm.nih.gov/traces/sra57/SRR/014376/SRR14721947,SRX11059159,FEN_435_Usnea_mutabilis_Plate6_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126232,SAMN19302756,simple,143885,Usnea mutabilis,FEN_435_Usnea_mutabilis_Plate6_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,C23360F6F832C5137F0B4E21931A1529,89D337191C513ABA7DF04F152027467A
SRR14721946,2021-06-03 21:25:32,2021-06-03 21:09:36,4610955,1392508410,4610955,302,597,,https://sra-download.ncbi.nlm.nih.gov/traces/sra73/SRR/014376/SRR14721946,SRX11059160,FEN_436_Thelotrema_defectum_Plate6_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126234,SAMN19302757,simple,2840264,Thelotrema defectum,FEN_436_Thelotrema_defectum_Plate6_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,E431AAF390D7CA0C2E476F4973C2EF65,3C3D6C7DE0D611FE55E88B5952EF4AC4
SRR14721945,2021-06-03 21:25:32,2021-06-03 21:09:05,5465550,1650596100,5465550,302,710,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/014376/SRR14721945,SRX11059161,FEN_437_Trapelia_placodioides_Plate6_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126233,SAMN19302758,simple,91808,Trapelia placodioides,FEN_437_Trapelia_placodioides_Plate6_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,B22075290A8E76FF82968C0B4022A474,479EDA75A603CBCCCF5B25D44A64355E
SRR14721944,2021-06-03 21:25:32,2021-06-03 21:09:33,4943424,1492914048,4943424,302,637,,https://sra-download.ncbi.nlm.nih.gov/traces/sra71/SRR/014376/SRR14721944,SRX11059162,FEN_438_Pyrrhospora_varians_Plate6_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126235,SAMN19302759,simple,2841853,Pyrrhospora varians,FEN_438_Pyrrhospora_varians_Plate6_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,4E5304F650F5FF88B71274ED04AECD1F,5E0057B64E503A3649C686734BC2200E
SRR14721943,2021-06-03 21:25:32,2021-06-03 21:09:55,4615671,1393932642,4615671,302,597,,https://sra-download.ncbi.nlm.nih.gov/traces/sra62/SRR/014376/SRR14721943,SRX11059163,FEN_439_Parmotrema_neotropicum_Plate6_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126237,SAMN19302760,simple,2486652,Parmotrema neotropicum,FEN_439_Parmotrema_neotropicum_Plate6_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,787FA1C9AC1F4B9548DD76C639F458C1,DCAC8D0CA9B4D9125C968809590FDF94
SRR14721942,2021-06-03 21:25:32,2021-06-03 21:09:40,5220716,1576656232,5220716,302,681,,https://sra-download.ncbi.nlm.nih.gov/traces/sra33/SRR/014376/SRR14721942,SRX11059164,FEN_440_Bulbothrix_scortella_Plate6_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126236,SAMN19302761,simple,1777931,Bulbothrix scortella,FEN_440_Bulbothrix_scortella_Plate6_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,6F73DD5D2B58E3B81DA856B7946BBE3D,394782AFEC26DA5D94FF798B8CDDF9A4
SRR14721941,2021-06-03 21:25:32,2021-06-03 21:08:51,4260765,1286751030,4260765,302,547,,https://sra-download.ncbi.nlm.nih.gov/traces/sra29/SRR/014376/SRR14721941,SRX11059165,FEN_441_Porpidia_subsimplex_Plate6_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126238,SAMN19302762,simple,2840250,Porpidia subsimplex,FEN_441_Porpidia_subsimplex_Plate6_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,A4F0A60581621287DD5FFF7B7CB15531,3979418B4C06938752579CA818456DBD
SRR14721939,2021-06-03 22:10:57,2021-06-03 21:08:00,3283861,991726022,3283861,302,421,,https://sra-download.ncbi.nlm.nih.gov/traces/sra55/SRR/014376/SRR14721939,SRX11059167,FEN_442_Cladonia_polycarpoides_Plate6_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126240,SAMN19302763,simple,2487584,Cladonia polycarpoides,FEN_442_Cladonia_polycarpoides_Plate6_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,8E0AAEC6146B92DE5D9806D99143463C,B79C0CA6C230AC33EBE7DCD11DB8A03F
SRR14721938,2021-06-03 21:25:32,2021-06-03 21:09:34,5319163,1606387226,5319163,302,703,,https://sra-download.ncbi.nlm.nih.gov/traces/sra58/SRR/014376/SRR14721938,SRX11059168,FEN_443_Anaptychia_palmulata_Plate6_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126241,SAMN19302764,simple,373581,Anaptychia palmatula,FEN_443_Anaptychia_palmulata_Plate6_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,893BEE3962257AB0D1C606537719D47B,35C56C8304CC795AE0959A77E768C572
SRR14721937,2021-06-03 21:25:32,2021-06-03 21:09:46,5916867,1786893834,5916867,302,758,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/014376/SRR14721937,SRX11059169,FEN_444_Dermatocarpon_luridum_Plate6_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126242,SAMN19302765,simple,172326,Dermatocarpon luridum,FEN_444_Dermatocarpon_luridum_Plate6_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,CAC7CDC57FDC41B9572DD5A58004FF81,A1B8E9FDC4EB7959BBD2AB674F201C89
SRR14721936,2021-06-05 09:26:24,2021-06-05 09:01:23,2630299,794350298,2630299,302,369,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/014376/SRR14721936,SRX11059170,FEN_445_Cladonia_peziziformis_Plate6_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126243,SAMN19302766,simple,184108,Cladonia peziziformis,FEN_445_Cladonia_peziziformis_Plate6_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,5A3B71BB856B0A5C49FC36F5DF78B4EA,CC14446E7E9902E0F5A7B3CA0EB323A1
SRR14721935,2021-06-03 21:25:32,2021-06-03 21:09:04,4087991,1234573282,4087991,302,527,,https://sra-download.ncbi.nlm.nih.gov/traces/sra51/SRR/014376/SRR14721935,SRX11059171,FEN_446_Parmotrema_submarginale_Plate6_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126244,SAMN19302767,simple,1050237,Parmotrema submarginale,FEN_446_Parmotrema_submarginale_Plate6_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,11C8DF7E7E8DD958D33E950C7459222C,85C53385F5396849A7C9385CB12730D1
SRR14721934,2021-06-03 21:25:32,2021-06-03 21:05:51,1097,331294,1097,302,0,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/014376/SRR14721934,SRX11059172,FEN_447_Tylophoron_americanum_Plate6_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126245,SAMN19302768,simple,2840263,Sporodophoron americanum,FEN_447_Tylophoron_americanum_Plate6_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,5492E3525221BFD2F2DEDC30C591DF4B,2665D95459A3B1044F8DDB94423C48AC
SRR14721933,2021-06-03 21:25:32,2021-06-03 21:09:39,5376983,1623848866,5376983,302,698,,https://sra-download.ncbi.nlm.nih.gov/traces/sra20/SRR/014376/SRR14721933,SRX11059173,FEN_448_Bathelium_carolinianum_Plate6_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126246,SAMN19302769,simple,2840191,Bathelium carolinianum,FEN_448_Bathelium_carolinianum_Plate6_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,C00B70DCBCD6A18DBB81410D9A735C48,3E67E73B348BC241D069BB529E06738B
