alignment	start	end	length	nseqs	nparsimony	nvariable	nfixed
431607at4751_aligned_trimmed.fas	205485	205646	162	291	66	153	9
189573at4751_aligned_trimmed.fas	205647	206160	514	307	58	511	3
451849at4751_aligned_trimmed.fas	206161	206637	477	339	16	475	2
471205at4751_aligned_trimmed.fas	206638	206852	215	277	36	207	8
26329at4751_aligned_trimmed.fas	206853	208057	1205	342	169	1172	31
12812at4751_aligned_trimmed.fas	208058	209438	1381	302	18	1380	1
449803at4751_aligned_trimmed.fas	209439	209712	274	156	61	263	11
351858at4751_aligned_trimmed.fas	209713	209957	245	249	56	196	44
320163at4751_aligned_trimmed.fas	209958	210372	415	307	31	411	4
191310at4751_aligned_trimmed.fas	210373	211196	824	333	17	822	2
493358at4751_aligned_trimmed.fas	211197	211317	121	324	23	104	16
247129at4751_aligned_trimmed.fas	211318	211746	429	335	33	410	19
170904at4751_aligned_trimmed.fas	211747	212894	1148	304	53	1147	1
204508at4751_aligned_trimmed.fas	212895	213400	506	305	59	504	2
247383at4751_aligned_trimmed.fas	213401	213787	387	221	12	387	0
310891at4751_aligned_trimmed.fas	213788	214570	783	326	8	782	1
129160at4751_aligned_trimmed.fas	214571	215101	531	324	105	463	63
141273at4751_aligned_trimmed.fas	215102	215625	524	282	60	508	16
65334at4751_aligned_trimmed.fas	215626	216310	685	311	37	684	1
235640at4751_aligned_trimmed.fas	216311	216736	426	315	100	408	17
135184at4751_aligned_trimmed.fas	216737	217123	387	193	47	383	4
97141at4751_aligned_trimmed.fas	217124	217939	816	293	107	804	12
323327at4751_aligned_trimmed.fas	217940	218202	263	253	31	261	2
186138at4751_aligned_trimmed.fas	218203	218577	375	295	53	360	15
441586at4751_aligned_trimmed.fas	218578	218886	309	311	36	306	3
75976at4751_aligned_trimmed.fas	218887	219988	1102	321	65	1057	44
271850at4751_aligned_trimmed.fas	219989	220627	639	311	41	629	10
343603at4751_aligned_trimmed.fas	220628	220943	316	303	90	303	11
454746at4751_aligned_trimmed.fas	220944	221157	214	321	38	214	0
299509at4751_aligned_trimmed.fas	221158	221518	361	319	119	338	22
474320at4751_aligned_trimmed.fas	221519	221603	85	291	26	75	10
404050at4751_aligned_trimmed.fas	221604	222042	439	328	59	434	5
327884at4751_aligned_trimmed.fas	222043	222343	301	322	56	259	41
135652at4751_aligned_trimmed.fas	222344	222842	499	335	42	495	4
308816at4751_aligned_trimmed.fas	222843	223349	507	325	63	488	18
435471at4751_aligned_trimmed.fas	223350	223578	229	289	45	216	13
372510at4751_aligned_trimmed.fas	223579	223844	266	191	79	261	4
390518at4751_aligned_trimmed.fas	223845	224198	354	295	56	332	21
50835at4751_aligned_trimmed.fas	224199	225105	907	323	109	883	24
387347at4751_aligned_trimmed.fas	225106	225286	181	187	45	176	5
290314at4751_aligned_trimmed.fas	225287	225613	327	314	104	276	46
326649at4751_aligned_trimmed.fas	225614	226146	533	329	53	513	17
71046at4751_aligned_trimmed.fas	226147	227016	870	329	58	852	16
362601at4751_aligned_trimmed.fas	227017	227438	422	317	13	421	1
293405at4751_aligned_trimmed.fas	227439	227662	224	295	59	179	44
76893at4751_aligned_trimmed.fas	227663	228107	445	321	103	359	82
359627at4751_aligned_trimmed.fas	228108	228320	213	174	57	210	3
474125at4751_aligned_trimmed.fas	228321	228710	390	298	28	386	4
235105at4751_aligned_trimmed.fas	228711	229035	325	211	96	311	14
259060at4751_aligned_trimmed.fas	229036	229653	618	325	20	615	3
231468at4751_aligned_trimmed.fas	229654	229868	215	316	62	213	2
34706at4751_aligned_trimmed.fas	229869	231114	1246	315	38	1245	1
216683at4751_aligned_trimmed.fas	231115	231484	370	312	82	335	34
320782at4751_aligned_trimmed.fas	231485	231943	459	269	33	459	0
284287at4751_aligned_trimmed.fas	231944	232505	562	325	71	547	13
356079at4751_aligned_trimmed.fas	232506	232911	406	305	36	391	15
49967at4751_aligned_trimmed.fas	232912	233835	924	319	104	904	20
210986at4751_aligned_trimmed.fas	233836	234376	541	308	33	536	5
7423at4751_aligned_trimmed.fas	234377	236482	2106	333	161	2092	12
225351at4751_aligned_trimmed.fas	236483	236984	502	302	85	481	21
229510at4751_aligned_trimmed.fas	236985	237227	243	283	38	236	6
176178at4751_aligned_trimmed.fas	237228	237651	424	336	111	418	6
335719at4751_aligned_trimmed.fas	237652	237946	295	278	101	246	46
98733at4751_aligned_trimmed.fas	237947	238753	807	327	15	794	13
118189at4751_aligned_trimmed.fas	238754	239345	592	271	61	590	2
244066at4751_aligned_trimmed.fas	239346	239798	453	278	50	449	3
490719at4751_aligned_trimmed.fas	239799	240009	211	323	34	207	4
330629at4751_aligned_trimmed.fas	240010	240214	205	317	65	186	18
338808at4751_aligned_trimmed.fas	240215	240552	338	306	65	313	24
429862at4751_aligned_trimmed.fas	240553	240665	113	287	30	113	0
231582at4751_aligned_trimmed.fas	240666	241141	476	314	46	464	11
411518at4751_aligned_trimmed.fas	241142	241593	452	323	13	451	1
81295at4751_aligned_trimmed.fas	241594	242133	540	320	61	499	40
483049at4751_aligned_trimmed.fas	242134	242322	189	299	33	183	6
385139at4751_aligned_trimmed.fas	242323	242510	188	308	60	165	22
299330at4751_aligned_trimmed.fas	242511	242802	292	216	50	290	2
174653at4751_aligned_trimmed.fas	242803	243248	446	326	91	344	97
1866at4751_aligned_trimmed.fas	243249	245216	1968	308	288	1735	223
428569at4751_aligned_trimmed.fas	245217	245410	194	275	43	187	7
184718at4751_aligned_trimmed.fas	245411	246340	930	326	105	926	4
411471at4751_aligned_trimmed.fas	246341	246762	422	263	31	405	15
160940at4751_aligned_trimmed.fas	246763	247174	412	272	30	409	3
20600at4751_aligned_trimmed.fas	247175	248215	1041	320	206	955	79
22982at4751_aligned_trimmed.fas	248216	249294	1079	331	28	1072	7
37028at4751_aligned_trimmed.fas	249295	249888	594	337	165	512	80
150469at4751_aligned_trimmed.fas	249889	250339	451	336	42	430	21
234698at4751_aligned_trimmed.fas	250340	250975	636	285	39	620	16
330815at4751_aligned_trimmed.fas	250976	251270	295	298	28	275	20
237276at4751_aligned_trimmed.fas	251271	251647	377	321	65	347	28
372972at4751_aligned_trimmed.fas	251648	251870	223	215	29	215	8
61411at4751_aligned_trimmed.fas	251871	252385	515	327	52	507	8
353991at4751_aligned_trimmed.fas	252386	252830	445	317	30	441	3
464772at4751_aligned_trimmed.fas	252831	253070	240	324	12	238	2
103836at4751_aligned_trimmed.fas	253071	253515	445	313	47	443	2
384315at4751_aligned_trimmed.fas	253516	253722	207	300	48	189	18
179897at4751_aligned_trimmed.fas	253723	254159	437	333	38	429	7
117017at4751_aligned_trimmed.fas	254160	254520	361	315	18	355	6
145524at4751_aligned_trimmed.fas	254521	255306	786	318	96	735	48
470813at4751_aligned_trimmed.fas	255307	255451	145	306	55	113	30
322267at4751_aligned_trimmed.fas	255452	255890	439	84	26	434	5
125400at4751_aligned_trimmed.fas	255891	256680	790	326	19	790	0
485702at4751_aligned_trimmed.fas	256681	257029	349	283	13	349	0
446124at4751_aligned_trimmed.fas	257030	257182	153	323	59	142	11
378436at4751_aligned_trimmed.fas	257183	257813	631	325	39	631	0
11879at4751_aligned_trimmed.fas	257814	259524	1711	317	175	1686	25
354778at4751_aligned_trimmed.fas	259525	259917	393	237	45	371	22
122824at4751_aligned_trimmed.fas	259918	260150	233	238	52	231	2
378376at4751_aligned_trimmed.fas	260151	260594	444	207	99	437	7
402005at4751_aligned_trimmed.fas	260595	260745	151	297	36	139	11
61438at4751_aligned_trimmed.fas	260746	261586	841	298	114	833	7
57081at4751_aligned_trimmed.fas	261587	262838	1252	330	129	1202	48
374350at4751_aligned_trimmed.fas	262839	263226	388	319	54	347	38
105401at4751_aligned_trimmed.fas	263227	263823	597	319	150	475	117
298335at4751_aligned_trimmed.fas	263824	264442	619	322	69	611	8
212735at4751_aligned_trimmed.fas	264443	264753	311	333	17	311	0
225535at4751_aligned_trimmed.fas	264754	264995	242	315	65	231	11
459844at4751_aligned_trimmed.fas	264996	265156	161	290	51	153	7
422151at4751_aligned_trimmed.fas	265157	265301	145	292	42	89	51
389547at4751_aligned_trimmed.fas	265302	265563	262	307	30	257	4
167498at4751_aligned_trimmed.fas	265564	265919	356	258	94	296	60
75033at4751_aligned_trimmed.fas	265920	266222	303	323	41	298	4
87313at4751_aligned_trimmed.fas	266223	266802	580	328	40	530	48
241483at4751_aligned_trimmed.fas	266803	267352	550	290	54	544	6
23198at4751_aligned_trimmed.fas	267353	268646	1294	317	169	1256	36
391384at4751_aligned_trimmed.fas	268647	268870	224	193	74	199	23
49476at4751_aligned_trimmed.fas	268871	269663	793	289	125	746	44
417470at4751_aligned_trimmed.fas	269664	270251	588	296	50	587	1
56729at4751_aligned_trimmed.fas	270252	271189	938	338	97	915	22
143414at4751_aligned_trimmed.fas	271190	271527	338	324	20	338	0
31324at4751_aligned_trimmed.fas	271528	272647	1120	266	48	1114	6
369435at4751_aligned_trimmed.fas	272648	272853	206	273	53	182	24
327748at4751_aligned_trimmed.fas	272854	273207	354	316	47	339	15
138833at4751_aligned_trimmed.fas	273208	273822	615	335	71	582	32
8406at4751_aligned_trimmed.fas	273823	275111	1289	319	23	1288	1
488857at4751_aligned_trimmed.fas	275112	275363	252	306	27	248	4
453909at4751_aligned_trimmed.fas	275364	275714	351	284	25	346	5
137963at4751_aligned_trimmed.fas	275715	276299	585	315	58	566	19
73771at4751_aligned_trimmed.fas	276300	277280	981	320	121	957	24
109276at4751_aligned_trimmed.fas	277281	278399	1119	325	75	1108	10
259700at4751_aligned_trimmed.fas	278400	278802	403	320	106	396	7
123494at4751_aligned_trimmed.fas	278803	279233	431	266	54	428	3
261237at4751_aligned_trimmed.fas	279234	279847	614	305	66	604	9
25161at4751_aligned_trimmed.fas	279848	281087	1240	325	15	1240	0
252314at4751_aligned_trimmed.fas	281088	281410	323	292	11	322	1
370505at4751_aligned_trimmed.fas	281411	281578	168	313	26	166	2
46666at4751_aligned_trimmed.fas	281579	283478	1900	317	31	1898	2
267556at4751_aligned_trimmed.fas	283479	283884	406	329	50	392	13
281299at4751_aligned_trimmed.fas	283885	284460	576	314	79	559	16
4409at4751_aligned_trimmed.fas	284461	287065	2605	319	242	2597	8
438274at4751_aligned_trimmed.fas	287066	287305	240	274	40	232	7
183849at4751_aligned_trimmed.fas	287306	287943	638	337	146	524	107
440401at4751_aligned_trimmed.fas	287944	288159	216	193	35	208	8
334424at4751_aligned_trimmed.fas	288160	288556	397	311	21	391	6
449717at4751_aligned_trimmed.fas	288557	288698	142	311	19	142	0
406793at4751_aligned_trimmed.fas	288699	288860	162	326	27	132	29
335237at4751_aligned_trimmed.fas	288861	289082	222	335	56	206	15
295692at4751_aligned_trimmed.fas	289083	289371	289	307	34	289	0
160044at4751_aligned_trimmed.fas	289372	290010	639	325	109	595	42
296024at4751_aligned_trimmed.fas	290011	290494	484	303	114	480	3
410782at4751_aligned_trimmed.fas	290495	290769	275	243	117	252	22
163318at4751_aligned_trimmed.fas	290770	291046	277	334	21	274	3
54919at4751_aligned_trimmed.fas	291047	291757	711	259	19	710	1
98739at4751_aligned_trimmed.fas	291758	292542	785	279	112	754	31
228752at4751_aligned_trimmed.fas	292543	292871	329	310	26	327	2
306594at4751_aligned_trimmed.fas	292872	293339	468	291	61	464	4
38031at4751_aligned_trimmed.fas	293340	294524	1185	317	36	1185	0
296643at4751_aligned_trimmed.fas	294525	294802	278	279	60	271	5
258245at4751_aligned_trimmed.fas	294803	295177	375	309	79	352	23
434984at4751_aligned_trimmed.fas	295178	295426	249	277	39	240	9
397465at4751_aligned_trimmed.fas	295427	295673	247	263	47	240	7
305061at4751_aligned_trimmed.fas	295674	296564	891	327	34	890	1
246207at4751_aligned_trimmed.fas	296565	296842	278	275	69	258	19
183720at4751_aligned_trimmed.fas	296843	297550	708	278	91	681	27
13224at4751_aligned_trimmed.fas	297551	298917	1367	323	20	1365	2
245900at4751_aligned_trimmed.fas	298918	299333	416	321	47	407	9
474374at4751_aligned_trimmed.fas	299334	299448	115	307	41	94	21
265302at4751_aligned_trimmed.fas	299449	299747	299	275	57	291	7
251613at4751_aligned_trimmed.fas	299748	300225	478	297	96	451	25
216949at4751_aligned_trimmed.fas	300226	300924	699	329	42	697	2
438861at4751_aligned_trimmed.fas	300925	301129	205	294	58	203	2
435317at4751_aligned_trimmed.fas	301130	301534	405	312	26	397	8
179437at4751_aligned_trimmed.fas	301535	302077	543	309	111	525	17
406434at4751_aligned_trimmed.fas	302078	302341	264	325	50	248	14
123228at4751_aligned_trimmed.fas	302342	303528	1187	302	185	1109	77
246951at4751_aligned_trimmed.fas	303529	303875	347	327	104	334	13
321416at4751_aligned_trimmed.fas	303876	304683	808	327	154	789	18
56395at4751_aligned_trimmed.fas	304684	305537	854	329	41	848	6
319121at4751_aligned_trimmed.fas	305538	306073	536	246	11	532	4
106281at4751_aligned_trimmed.fas	306074	307496	1423	282	4	1423	0
343717at4751_aligned_trimmed.fas	307497	307833	337	285	60	336	1
332006at4751_aligned_trimmed.fas	307834	308029	196	295	83	183	12
285977at4751_aligned_trimmed.fas	308030	308504	475	284	41	469	6
14295at4751_aligned_trimmed.fas	308505	310355	1851	266	166	1746	102
258762at4751_aligned_trimmed.fas	310356	310783	428	292	60	427	1
484080at4751_aligned_trimmed.fas	310784	310942	159	298	31	158	1
428984at4751_aligned_trimmed.fas	310943	311799	857	329	30	848	9
378295at4751_aligned_trimmed.fas	311800	311944	145	196	29	145	0
46119at4751_aligned_trimmed.fas	311945	313304	1360	319	100	1356	4
366597at4751_aligned_trimmed.fas	313305	313549	245	308	60	240	4
67806at4751_aligned_trimmed.fas	313550	314282	733	304	60	729	4
107136at4751_aligned_trimmed.fas	314283	315232	950	313	138	938	11
203109at4751_aligned_trimmed.fas	315233	315634	402	296	60	401	1
330949at4751_aligned_trimmed.fas	315635	316238	604	298	68	581	22
422764at4751_aligned_trimmed.fas	316239	316620	382	194	15	380	2
175136at4751_aligned_trimmed.fas	316621	317337	717	311	79	706	11
362250at4751_aligned_trimmed.fas	317338	317608	271	338	84	261	9
420414at4751_aligned_trimmed.fas	317609	317949	341	250	51	336	5
465849at4751_aligned_trimmed.fas	317950	318068	119	174	53	99	19
273469at4751_aligned_trimmed.fas	318069	318352	284	312	35	284	0
464897at4751_aligned_trimmed.fas	318353	318493	141	268	18	138	3
7545at4751_aligned_trimmed.fas	318494	320522	2029	322	69	2025	4
213564at4751_aligned_trimmed.fas	320523	320664	142	284	34	138	3
468224at4751_aligned_trimmed.fas	320665	320887	223	276	25	223	0
59795at4751_aligned_trimmed.fas	320888	321807	920	320	135	879	37
190475at4751_aligned_trimmed.fas	321808	322208	401	324	123	389	11
183801at4751_aligned_trimmed.fas	322209	322563	355	310	44	351	4
436872at4751_aligned_trimmed.fas	322564	322750	187	220	59	173	12
219236at4751_aligned_trimmed.fas	322751	323137	387	299	67	307	78
468195at4751_aligned_trimmed.fas	323138	323258	121	282	34	118	2
398882at4751_aligned_trimmed.fas	323259	323388	130	315	27	95	30
332416at4751_aligned_trimmed.fas	323389	323670	282	309	43	263	19
94628at4751_aligned_trimmed.fas	323671	324464	794	324	144	681	107
359482at4751_aligned_trimmed.fas	324465	324648	184	312	79	166	16
284377at4751_aligned_trimmed.fas	324649	325544	896	330	53	878	16
483390at4751_aligned_trimmed.fas	325545	325668	124	314	42	105	18
351651at4751_aligned_trimmed.fas	325669	326140	472	298	35	465	7
443595at4751_aligned_trimmed.fas	326141	326269	129	312	33	128	1
339525at4751_aligned_trimmed.fas	326270	326617	348	290	63	320	27
127140at4751_aligned_trimmed.fas	326618	326989	372	198	46	350	20
255412at4751_aligned_trimmed.fas	326990	327466	477	323	72	444	32
130930at4751_aligned_trimmed.fas	327467	328914	1448	323	166	1448	0
228465at4751_aligned_trimmed.fas	328915	329353	439	324	48	437	2
279020at4751_aligned_trimmed.fas	329354	329761	408	268	55	405	3
358012at4751_aligned_trimmed.fas	329762	329993	232	196	83	217	15
452947at4751_aligned_trimmed.fas	329994	330327	334	279	14	320	14
451032at4751_aligned_trimmed.fas	330328	330493	166	308	53	144	21
21651at4751_aligned_trimmed.fas	330494	331378	885	334	127	840	40
398968at4751_aligned_trimmed.fas	331379	331556	178	331	34	169	8
353685at4751_aligned_trimmed.fas	331557	331788	232	262	50	227	5
78289at4751_aligned_trimmed.fas	331789	332406	618	328	71	575	38
243015at4751_aligned_trimmed.fas	332407	332996	590	309	109	568	21
240036at4751_aligned_trimmed.fas	332997	333660	664	308	31	660	4
396097at4751_aligned_trimmed.fas	333661	334132	472	271	49	464	8
235463at4751_aligned_trimmed.fas	334133	334466	334	262	70	314	20
21689at4751_aligned_trimmed.fas	334467	335505	1039	296	36	1036	2
412006at4751_aligned_trimmed.fas	335506	335683	178	228	54	165	13
308236at4751_aligned_trimmed.fas	335684	336434	751	316	71	746	5
445210at4751_aligned_trimmed.fas	336435	336489	55	320	20	49	6
447112at4751_aligned_trimmed.fas	336490	336738	249	315	66	239	10
46752at4751_aligned_trimmed.fas	336739	337783	1045	307	97	1024	21
409761at4751_aligned_trimmed.fas	337784	338076	293	299	12	293	0
410991at4751_aligned_trimmed.fas	338077	338236	160	257	49	157	3
452692at4751_aligned_trimmed.fas	338237	338440	204	230	37	201	3
211768at4751_aligned_trimmed.fas	338441	338957	517	324	94	505	11
175599at4751_aligned_trimmed.fas	338958	339620	663	323	25	662	1
439490at4751_aligned_trimmed.fas	339621	339858	238	314	55	232	6
431195at4751_aligned_trimmed.fas	339859	339994	136	320	35	127	9
484805at4751_aligned_trimmed.fas	339995	340203	209	314	38	207	2
168092at4751_aligned_trimmed.fas	340204	340836	633	314	67	612	20
65499at4751_aligned_trimmed.fas	340837	341308	472	281	141	432	38
438731at4751_aligned_trimmed.fas	341309	341471	163	312	41	153	8
289666at4751_aligned_trimmed.fas	341472	341742	271	319	42	260	10
421097at4751_aligned_trimmed.fas	341743	341931	189	250	51	175	13
396330at4751_aligned_trimmed.fas	341932	342474	543	315	71	524	19
6272at4751_aligned_trimmed.fas	342475	343680	1206	313	95	1175	31
79797at4751_aligned_trimmed.fas	343681	344464	784	292	44	779	4
148293at4751_aligned_trimmed.fas	344465	344940	476	276	102	306	164
406240at4751_aligned_trimmed.fas	344941	345104	164	317	66	158	6
331763at4751_aligned_trimmed.fas	345105	345370	266	310	42	216	50
85793at4751_aligned_trimmed.fas	345371	346195	825	329	37	823	2
354679at4751_aligned_trimmed.fas	346196	346501	306	334	16	265	40
103461at4751_aligned_trimmed.fas	346502	347004	503	330	147	453	50
342642at4751_aligned_trimmed.fas	347005	347378	374	218	15	374	0
176748at4751_aligned_trimmed.fas	347379	348164	786	320	41	783	3
362218at4751_aligned_trimmed.fas	348165	348698	534	322	98	521	11
33984at4751_aligned_trimmed.fas	348699	349406	708	329	30	697	11
197111at4751_aligned_trimmed.fas	349407	349810	404	321	105	315	84
142357at4751_aligned_trimmed.fas	349811	350546	736	294	53	725	9
230605at4751_aligned_trimmed.fas	350547	351260	714	308	32	714	0
363593at4751_aligned_trimmed.fas	351261	351651	391	312	22	381	10
76975at4751_aligned_trimmed.fas	351652	352702	1051	290	51	1051	0
417109at4751_aligned_trimmed.fas	352703	352908	206	196	28	206	0
299583at4751_aligned_trimmed.fas	352909	353181	273	321	52	270	3
407348at4751_aligned_trimmed.fas	353182	353684	503	332	36	497	6
366635at4751_aligned_trimmed.fas	353685	353921	237	317	78	216	21
422622at4751_aligned_trimmed.fas	353922	354053	132	193	42	129	3
165243at4751_aligned_trimmed.fas	354054	354513	460	301	62	452	7
10168at4751_aligned_trimmed.fas	354514	356033	1520	329	197	1475	43
237393at4751_aligned_trimmed.fas	356034	356420	387	319	71	386	1
196841at4751_aligned_trimmed.fas	356421	356991	571	329	59	528	42
290471at4751_aligned_trimmed.fas	356992	357403	412	313	10	411	1
172966at4751_aligned_trimmed.fas	357404	357740	337	327	114	311	26
432952at4751_aligned_trimmed.fas	357741	357923	183	276	59	179	3
210178at4751_aligned_trimmed.fas	357924	358508	585	259	64	561	22
255378at4751_aligned_trimmed.fas	358509	358945	437	310	81	427	10
322254at4751_aligned_trimmed.fas	358946	359418	473	251	25	469	4
389034at4751_aligned_trimmed.fas	359419	359689	271	296	37	249	19
354739at4751_aligned_trimmed.fas	359690	360001	312	151	74	310	2
356691at4751_aligned_trimmed.fas	360002	360450	449	333	40	424	24
343623at4751_aligned_trimmed.fas	360451	360682	232	231	29	227	3
354913at4751_aligned_trimmed.fas	360683	361006	324	305	28	316	8
