sra_uid,lichen,produced_by,sra_id,bioproject,publication_check,manual_check,how_confirmed,publication_name
17085286,Cladonia rangiferina,New York Botanical Garden,SRR16304075,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085285,Cladonia arbuscula,New York Botanical Garden,SRR16304076,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085284,Cladonia,New York Botanical Garden,SRR16304077,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085283,Cladonia subtenuis,New York Botanical Garden,SRR16304078,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085282,Cladonia rangiferina,New York Botanical Garden,SRR16304079,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085281,Cladonia rangiferina,New York Botanical Garden,SRR16304080,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085280,Cladonia rangiferina,New York Botanical Garden,SRR16304081,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085279,Cladonia rangiferina,New York Botanical Garden,SRR16304082,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085278,Cladonia rangiferina,New York Botanical Garden,SRR16304083,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085277,Cladonia rangiferina,New York Botanical Garden,SRR16304084,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085276,Cladonia rangiferina,New York Botanical Garden,SRR16304085,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085275,Cladonia submitis,New York Botanical Garden,SRR16304086,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085274,Cladonia rangiferina,New York Botanical Garden,SRR16304087,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085273,Cladonia rangiferina,New York Botanical Garden,SRR16304088,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085272,Cladonia rangiferina,New York Botanical Garden,SRR16304089,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085271,Cladonia rangiferina,New York Botanical Garden,SRR16304090,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085270,Cladonia rangiferina,New York Botanical Garden,SRR16304091,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085269,Cladonia rangiferina,New York Botanical Garden,SRR16304092,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085268,Cladonia rangiferina,New York Botanical Garden,SRR16304093,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085267,Cladonia rangiferina,New York Botanical Garden,SRR16304094,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085266,Cladonia rangiferina,New York Botanical Garden,SRR16304095,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085265,Cladonia rangiferina,New York Botanical Garden,SRR16304096,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085264,Cladonia rangiferina,New York Botanical Garden,SRR16304097,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085263,Cladonia rangiferina,New York Botanical Garden,SRR16304098,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085262,Cladonia rangiferina,New York Botanical Garden,SRR16304099,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085261,Cladonia rangiferina,New York Botanical Garden,SRR16304100,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085260,Cladonia submitis,New York Botanical Garden,SRR16304101,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085259,Cladonia submitis,New York Botanical Garden,SRR16304102,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085258,Cladonia rangiferina,New York Botanical Garden,SRR16304103,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085257,Cladonia submitis,New York Botanical Garden,SRR16304104,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085256,Cladonia submitis,New York Botanical Garden,SRR16304105,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085255,Cladonia submitis,New York Botanical Garden,SRR16304106,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085254,Cladonia submitis,New York Botanical Garden,SRR16304107,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085253,Cladonia arbuscula,New York Botanical Garden,SRR16304108,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085252,Cladonia submitis,New York Botanical Garden,SRR16304109,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085251,Cladonia submitis,New York Botanical Garden,SRR16304110,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085250,Cladonia submitis,New York Botanical Garden,SRR16304111,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085249,Cladonia submitis,New York Botanical Garden,SRR16304112,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085248,Cladonia rangiferina,New York Botanical Garden,SRR16304113,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085247,Cladonia rangiferina,New York Botanical Garden,SRR16304114,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
17085246,Cladonia rangiferina,New York Botanical Garden,SRR16304115,PRJNA770763,unconfirmed,confirmed,publication,Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS.
14516980,Lasallia pustulata,Senckenberg Gesellschaft fuer Naturforschung,SRR14573778,PRJNA730444,unconfirmed,confirmed,publication,Singh et al. 2021
14516979,Lasallia pustulata,Senckenberg Gesellschaft fuer Naturforschung,SRR14573779,PRJNA730444,unconfirmed,confirmed,publication,Singh et al. 2021
14516978,Lasallia pustulata,Senckenberg Gesellschaft fuer Naturforschung,SRR14573780,PRJNA730444,unconfirmed,confirmed,publication,Singh et al. 2021
14516977,Lasallia pustulata,Senckenberg Gesellschaft fuer Naturforschung,SRR14573781,PRJNA730444,unconfirmed,confirmed,publication,Singh et al. 2021
18873714,Lecanora subintricata,Senckenberg Research Institute and Natural History,SRR17413098,PRJNA793761,unconfirmed,Whole Genome Amplification,publication,"Hichins et al. 2022. Isolated cultures, and amplified sequences. Testing different approaches, therefore not necessarily comparable. Cannot easily distinguish WGA from WGS records."
18873713,Lecanora subintricata,Senckenberg Research Institute and Natural History,SRR17413099,PRJNA793761,unconfirmed,Whole Genome Amplification,publication,"Hichins et al. 2022. Isolated cultures, and amplified sequences. Testing different approaches, therefore not necessarily comparable. Cannot easily distinguish WGA from WGS records."
18873712,Lecanora subcarnea,Senckenberg Research Institute and Natural History,SRR17413100,PRJNA793761,unconfirmed,Whole Genome Amplification,publication,"Hichins et al. 2022. Isolated cultures, and amplified sequences. Testing different approaches, therefore not necessarily comparable. Cannot easily distinguish WGA from WGS records."
18873711,Lecanora rupicola,Senckenberg Research Institute and Natural History,SRR17413101,PRJNA793761,unconfirmed,Whole Genome Amplification,publication,"Hichins et al. 2022. Isolated cultures, and amplified sequences. Testing different approaches, therefore not necessarily comparable. Cannot easily distinguish WGA from WGS records."
18873710,Lecanora pseudargentata,Senckenberg Research Institute and Natural History,SRR17413102,PRJNA793761,unconfirmed,Whole Genome Amplification,publication,"Hichins et al. 2022. Isolated cultures, and amplified sequences. Testing different approaches, therefore not necessarily comparable. Cannot easily distinguish WGA from WGS records."
18873709,Lecanora polytropa,Senckenberg Research Institute and Natural History,SRR17413103,PRJNA793761,unconfirmed,Whole Genome Amplification,publication,"Hichins et al. 2022. Isolated cultures, and amplified sequences. Testing different approaches, therefore not necessarily comparable. Cannot easily distinguish WGA from WGS records."
18873708,Lecanora intumescens,Senckenberg Research Institute and Natural History,SRR17413104,PRJNA793761,unconfirmed,Whole Genome Amplification,publication,"Hichins et al. 2022. Isolated cultures, and amplified sequences. Testing different approaches, therefore not necessarily comparable. Cannot easily distinguish WGA from WGS records."
18873707,Usnea aurantiacoatra,Senckenberg Research Institute and Natural History,SRR17413105,PRJNA793761,unconfirmed,Whole Genome Amplification,publication,"Hichins et al. 2022. Isolated cultures, and amplified sequences. Testing different approaches, therefore not necessarily comparable. Cannot easily distinguish WGA from WGS records."
18873706,Usnea antarctica,Senckenberg Research Institute and Natural History,SRR17413106,PRJNA793761,unconfirmed,Whole Genome Amplification,publication,"Hichins et al. 2022. Isolated cultures, and amplified sequences. Testing different approaches, therefore not necessarily comparable. Cannot easily distinguish WGA from WGS records."
18873705,Lecanora carpinea,Senckenberg Research Institute and Natural History,SRR17413107,PRJNA793761,unconfirmed,Whole Genome Amplification,publication,"Hichins et al. 2022. Isolated cultures, and amplified sequences. Testing different approaches, therefore not necessarily comparable. Cannot easily distinguish WGA from WGS records."
18873704,Pseudephebe pubescens,Senckenberg Research Institute and Natural History,SRR17413108,PRJNA793761,unconfirmed,Whole Genome Amplification,publication,"Hichins et al. 2022. Isolated cultures, and amplified sequences. Testing different approaches, therefore not necessarily comparable. Cannot easily distinguish WGA from WGS records."
18873703,Protoparmeliopsis muralis,Senckenberg Research Institute and Natural History,SRR17413109,PRJNA793761,unconfirmed,Whole Genome Amplification,publication,"Hichins et al. 2022. Isolated cultures, and amplified sequences. Testing different approaches, therefore not necessarily comparable. Cannot easily distinguish WGA from WGS records."
18873702,Physcia caesia,Senckenberg Research Institute and Natural History,SRR17413110,PRJNA793761,unconfirmed,Whole Genome Amplification,publication,"Hichins et al. 2022. Isolated cultures, and amplified sequences. Testing different approaches, therefore not necessarily comparable. Cannot easily distinguish WGA from WGS records."
18873701,Myriolecis dispersa,Senckenberg Research Institute and Natural History,SRR17413111,PRJNA793761,unconfirmed,Whole Genome Amplification,publication,"Hichins et al. 2022. Isolated cultures, and amplified sequences. Testing different approaches, therefore not necessarily comparable. Cannot easily distinguish WGA from WGS records."
18873700,Lecidella elaeochroma,Senckenberg Research Institute and Natural History,SRR17413112,PRJNA793761,unconfirmed,Whole Genome Amplification,publication,"Hichins et al. 2022. Isolated cultures, and amplified sequences. Testing different approaches, therefore not necessarily comparable. Cannot easily distinguish WGA from WGS records."
18873699,Lecanora varia,Senckenberg Research Institute and Natural History,SRR17413113,PRJNA793761,unconfirmed,Whole Genome Amplification,publication,"Hichins et al. 2022. Isolated cultures, and amplified sequences. Testing different approaches, therefore not necessarily comparable. Cannot easily distinguish WGA from WGS records."
18873698,Lecanora subsaligna,Senckenberg Research Institute and Natural History,SRR17413114,PRJNA793761,unconfirmed,Whole Genome Amplification,publication,"Hichins et al. 2022. Isolated cultures, and amplified sequences. Testing different approaches, therefore not necessarily comparable. Cannot easily distinguish WGA from WGS records."
18873697,Lecanora subintricata,Senckenberg Research Institute and Natural History,SRR17413115,PRJNA793761,unconfirmed,Whole Genome Amplification,publication,"Hichins et al. 2022. Isolated cultures, and amplified sequences. Testing different approaches, therefore not necessarily comparable. Cannot easily distinguish WGA from WGS records."
18873696,Lecanora subintricata,Senckenberg Research Institute and Natural History,SRR17413116,PRJNA793761,unconfirmed,Whole Genome Amplification,publication,"Hichins et al. 2022. Isolated cultures, and amplified sequences. Testing different approaches, therefore not necessarily comparable. Cannot easily distinguish WGA from WGS records."
18873695,Lecanora subintricata,Senckenberg Research Institute and Natural History,SRR17413117,PRJNA793761,unconfirmed,Whole Genome Amplification,publication,"Hichins et al. 2022. Isolated cultures, and amplified sequences. Testing different approaches, therefore not necessarily comparable. Cannot easily distinguish WGA from WGS records."
18873694,Lecanora cadubriae,Senckenberg Research Institute and Natural History,SRR17413118,PRJNA793761,unconfirmed,Whole Genome Amplification,publication,"Hichins et al. 2022. Isolated cultures, and amplified sequences. Testing different approaches, therefore not necessarily comparable. Cannot easily distinguish WGA from WGS records."
18873693,Lecanora bermudensis,Senckenberg Research Institute and Natural History,SRR17413119,PRJNA793761,unconfirmed,Whole Genome Amplification,publication,"Hichins et al. 2022. Isolated cultures, and amplified sequences. Testing different approaches, therefore not necessarily comparable. Cannot easily distinguish WGA from WGS records."
13173479,Heterodea muelleri,The Commonwealth Scientific and Industrial Researc,SRR13648946,PRJNA700448,unconfirmed,confirmed,bioproject,Australian National Herbarium. Single Record
21643820,Thelocarpon superellum,University of Alberta,SRR19097867,PRJNA833438,unconfirmed,confirmed,publication,Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes
21643819,Sclerophora amabilis,University of Alberta,SRR19097868,PRJNA833438,unconfirmed,confirmed,publication,Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes
21643818,Candelina mexicana,University of Alberta,SRR19097869,PRJNA833438,unconfirmed,confirmed,publication,Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes
21643817,Candelina submexicana,University of Alberta,SRR19097870,PRJNA833438,unconfirmed,confirmed,publication,Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes
21643815,Piccolia ochrophora,University of Alberta,SRR19097872,PRJNA833438,unconfirmed,confirmed,publication,Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes
21643814,Thelocarpon impressellum,University of Alberta,SRR19097873,PRJNA833438,unconfirmed,confirmed,publication,Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes
21643813,Alyxoria varia,University of Alberta,SRR19097874,PRJNA833438,unconfirmed,confirmed,publication,Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes
21643812,Pleopsidium flavum,University of Alberta,SRR19097875,PRJNA833438,unconfirmed,confirmed,publication,Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes
21643810,Chrysothrix sp. TS-e1954,University of Alberta,SRR19097877,PRJNA833438,unconfirmed,confirmed,publication,Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes
21643809,Pycnora praestabilis,University of Alberta,SRR19097878,PRJNA833438,unconfirmed,confirmed,publication,Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes
21643808,Phylliscum demangeonii,University of Alberta,SRR19097879,PRJNA833438,unconfirmed,confirmed,publication,Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes
21643807,Sarcosagium campestre,University of Alberta,SRR19097880,PRJNA833438,unconfirmed,confirmed,publication,Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes
21643806,Vezdaea acicularis,University of Alberta,SRR19097881,PRJNA833438,unconfirmed,confirmed,publication,Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes
21643805,Watsoniomyces obsoletus,University of Alberta,SRR19097882,PRJNA833438,unconfirmed,confirmed,publication,Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes
21643804,Bathelium mastoideum,University of Alberta,SRR19097883,PRJNA833438,unconfirmed,confirmed,publication,Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes
21643803,Bathelium mastoideum,University of Alberta,SRR19097884,PRJNA833438,unconfirmed,confirmed,publication,Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes
21643802,Bogoriella megaspora,University of Alberta,SRR19097885,PRJNA833438,unconfirmed,confirmed,publication,Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes
21643801,Sarea resinae,University of Alberta,SRR19097886,PRJNA833438,unconfirmed,confirmed,publication,Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes
21643799,Caeruleum heppii,University of Alberta,SRR19097888,PRJNA833438,unconfirmed,confirmed,publication,Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes
21643798,Peltula sp. TS41687,University of Alberta,SRR19097889,PRJNA833438,unconfirmed,confirmed,publication,Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes
21643797,Lichina confinis,University of Alberta,SRR19097890,PRJNA833438,unconfirmed,confirmed,publication,Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes
21643796,Vezdaea aestivalis,University of Alberta,SRR19097891,PRJNA833438,unconfirmed,confirmed,publication,Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes
21643794,Candelaria pacifica,University of Alberta,SRR19097893,PRJNA833438,unconfirmed,confirmed,publication,Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes
21643793,Chaenotheca gracillima,University of Alberta,SRR19097894,PRJNA833438,unconfirmed,confirmed,publication,Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes
20283149,Lobaria immixta,University of Graz,SRR18162809,PRJNA795879,unconfirmed,confirmed,publication,Resl et al. 2022. Our lab.
20283146,Lambiella insularis,University of Graz,SRR18162812,PRJNA795879,unconfirmed,confirmed,publication,Resl et al. 2022. Our lab.
20283144,Xylographa trunciseda,University of Graz,SRR18162814,PRJNA795879,unconfirmed,confirmed,publication,Resl et al. 2022. Our lab.
20283143,Xylographa soralifera,University of Graz,SRR18162815,PRJNA795879,unconfirmed,confirmed,publication,Resl et al. 2022. Our lab.
20283142,Icmadophila ericetorum,University of Graz,SRR18162816,PRJNA795879,unconfirmed,confirmed,publication,Resl et al. 2022. Our lab.
20283141,Xylographa parallela,University of Graz,SRR18162817,PRJNA795879,unconfirmed,confirmed,publication,Resl et al. 2022. Our lab.
20283140,Xylographa pallens,University of Graz,SRR18162818,PRJNA795879,unconfirmed,confirmed,publication,Resl et al. 2022. Our lab.
20283139,Xylographa opegraphella,University of Graz,SRR18162819,PRJNA795879,unconfirmed,confirmed,publication,Resl et al. 2022. Our lab.
20283137,Xylographa bjoerkii,University of Graz,SRR18162821,PRJNA795879,unconfirmed,confirmed,publication,Resl et al. 2022. Our lab.
20283135,Trapelia coarctata,University of Graz,SRR18162823,PRJNA795879,unconfirmed,confirmed,publication,Resl et al. 2022. Our lab.
20283132,Stictis urceolata,University of Graz,SRR18162826,PRJNA795879,unconfirmed,confirmed,publication,Resl et al. 2022. Our lab.
20283130,Sticta canariensis,University of Graz,SRR18162828,PRJNA795879,unconfirmed,confirmed,publication,Resl et al. 2022. Our lab.
20283129,Sticta canariensis,University of Graz,SRR18162829,PRJNA795879,unconfirmed,confirmed,publication,Resl et al. 2022. Our lab.
20283128,Sticta canariensis,University of Graz,SRR18162830,PRJNA795879,unconfirmed,confirmed,publication,Resl et al. 2022. Our lab.
20283124,Pseudocyphellaria aurata,University of Graz,SRR18162834,PRJNA795879,unconfirmed,confirmed,publication,Resl et al. 2022. Our lab.
20283123,Peltigera leucophlebia,University of Graz,SRR18162835,PRJNA795879,unconfirmed,confirmed,publication,Resl et al. 2022. Our lab.
20283122,Peltigera leucophlebia,University of Graz,SRR18162836,PRJNA795879,unconfirmed,confirmed,publication,Resl et al. 2022. Our lab.
20283121,Peltigera leucophlebia,University of Graz,SRR18162837,PRJNA795879,unconfirmed,confirmed,publication,Resl et al. 2022. Our lab.
22916248,Rinodina moziana var. moziana,"africa centre of excellence, centre for oil field ",ERR9935909,PRJEB53529,unconfirmed,confirmed,biosample,"listed as metagenome, with lichen species name. But little additional information included."
