alignment	start	end	length	nseqs	nparsimony	nvariable	nfixed
5962at3041_aligned_trimmed.fas	116726	116911	186	39	36	164	21
10065at3041_aligned_trimmed.fas	116912	117034	123	37	49	115	8
2461at3041_aligned_trimmed.fas	117035	117367	333	34	73	284	47
11378at3041_aligned_trimmed.fas	117368	117540	173	35	72	145	28
9109at3041_aligned_trimmed.fas	117541	117705	165	39	57	147	16
6017at3041_aligned_trimmed.fas	117706	117866	161	37	50	106	54
2988at3041_aligned_trimmed.fas	117867	118113	247	37	79	174	73
8526at3041_aligned_trimmed.fas	118114	118362	249	38	106	227	22
5590at3041_aligned_trimmed.fas	118363	118674	312	41	15	311	1
5706at3041_aligned_trimmed.fas	118675	118866	192	38	34	179	13
7087at3041_aligned_trimmed.fas	118867	119007	141	36	18	135	6
12183at3041_aligned_trimmed.fas	119008	119117	110	37	29	100	10
3629at3041_aligned_trimmed.fas	119118	119383	266	43	18	261	5
1899at3041_aligned_trimmed.fas	119384	119852	469	39	18	446	22
5905at3041_aligned_trimmed.fas	119853	120079	227	36	75	165	61
1570at3041_aligned_trimmed.fas	120080	121063	984	35	70	969	12
4300at3041_aligned_trimmed.fas	121064	121413	350	36	133	308	37
10730at3041_aligned_trimmed.fas	121414	121520	107	39	45	98	8
5634at3041_aligned_trimmed.fas	121521	121691	171	38	91	159	12
3029at3041_aligned_trimmed.fas	121692	122009	318	38	29	317	1
7276at3041_aligned_trimmed.fas	122010	122148	139	37	51	121	18
1242at3041_aligned_trimmed.fas	122149	122530	382	37	85	283	97
4255at3041_aligned_trimmed.fas	122531	123057	527	43	24	527	0
2261at3041_aligned_trimmed.fas	123058	123388	331	34	66	271	59
5053at3041_aligned_trimmed.fas	123389	123604	216	39	42	200	16
10157at3041_aligned_trimmed.fas	123605	123898	294	35	117	282	11
4567at3041_aligned_trimmed.fas	123899	124175	277	35	90	203	73
3864at3041_aligned_trimmed.fas	124176	124425	250	36	61	232	18
2553at3041_aligned_trimmed.fas	124426	125130	705	31	77	681	23
6926at3041_aligned_trimmed.fas	125131	125281	151	39	16	89	61
5822at3041_aligned_trimmed.fas	125282	125459	178	38	82	141	35
7189at3041_aligned_trimmed.fas	125460	125738	279	39	123	249	29
9152at3041_aligned_trimmed.fas	125739	125841	103	43	57	95	8
3398at3041_aligned_trimmed.fas	125842	126366	525	33	232	488	36
10873at3041_aligned_trimmed.fas	126367	126488	122	37	55	104	17
6002at3041_aligned_trimmed.fas	126489	126683	195	40	21	164	30
5561at3041_aligned_trimmed.fas	126684	126921	238	38	110	204	34
8925at3041_aligned_trimmed.fas	126922	127055	134	40	52	111	22
2490at3041_aligned_trimmed.fas	127056	127407	352	35	170	337	13
8073at3041_aligned_trimmed.fas	127408	127524	117	40	58	107	8
7744at3041_aligned_trimmed.fas	127525	127702	178	40	49	165	13
2134at3041_aligned_trimmed.fas	127703	128023	321	34	129	299	22
6681at3041_aligned_trimmed.fas	128024	128330	307	36	83	306	1
10319at3041_aligned_trimmed.fas	128331	128531	201	40	89	185	15
6319at3041_aligned_trimmed.fas	128532	128790	259	40	77	236	22
2945at3041_aligned_trimmed.fas	128791	129083	293	40	113	219	71
5785at3041_aligned_trimmed.fas	129084	129464	381	39	44	370	11
4971at3041_aligned_trimmed.fas	129465	129732	268	9	105	232	35
3198at3041_aligned_trimmed.fas	129733	130146	414	39	107	388	26
8001at3041_aligned_trimmed.fas	130147	130304	158	37	48	144	13
4583at3041_aligned_trimmed.fas	130305	130522	218	41	26	217	1
10459at3041_aligned_trimmed.fas	130523	130745	223	39	67	200	22
2721at3041_aligned_trimmed.fas	130746	131054	309	37	66	257	52
1594at3041_aligned_trimmed.fas	131055	131475	421	36	117	390	28
11038at3041_aligned_trimmed.fas	131476	131593	118	40	31	91	26
6357at3041_aligned_trimmed.fas	131594	131785	192	31	68	178	14
6897at3041_aligned_trimmed.fas	131786	131932	147	38	34	105	40
4824at3041_aligned_trimmed.fas	131933	132314	382	34	93	362	19
1966at3041_aligned_trimmed.fas	132315	132677	363	40	111	285	73
11957at3041_aligned_trimmed.fas	132678	132904	227	37	38	225	1
4050at3041_aligned_trimmed.fas	132905	133305	401	40	26	401	0
4288at3041_aligned_trimmed.fas	133306	133594	289	40	84	231	56
9417at3041_aligned_trimmed.fas	133595	133827	233	39	133	220	12
8920at3041_aligned_trimmed.fas	133828	133963	136	40	46	121	15
3337at3041_aligned_trimmed.fas	133964	134436	473	35	181	442	31
7168at3041_aligned_trimmed.fas	134437	134590	154	38	78	146	8
1047at3041_aligned_trimmed.fas	134591	134996	406	39	123	334	68
2932at3041_aligned_trimmed.fas	134997	135298	302	37	115	247	52
7802at3041_aligned_trimmed.fas	135299	135605	307	38	40	306	1
2940at3041_aligned_trimmed.fas	135606	135920	315	33	95	249	63
11073at3041_aligned_trimmed.fas	135921	136052	132	33	64	117	12
10684at3041_aligned_trimmed.fas	136053	136177	125	35	35	86	37
11870at3041_aligned_trimmed.fas	136178	136409	232	40	91	209	23
6207at3041_aligned_trimmed.fas	136410	136641	232	39	95	217	14
9319at3041_aligned_trimmed.fas	136642	136783	142	35	70	126	16
2671at3041_aligned_trimmed.fas	136784	137373	590	38	76	584	6
3885at3041_aligned_trimmed.fas	137374	137686	313	38	100	289	23
8004at3041_aligned_trimmed.fas	137687	137853	167	36	57	122	43
11482at3041_aligned_trimmed.fas	137854	138147	294	38	128	289	5
8778at3041_aligned_trimmed.fas	138148	138260	113	42	44	85	26
8151at3041_aligned_trimmed.fas	138261	138450	190	36	48	169	20
5224at3041_aligned_trimmed.fas	138451	138959	509	39	81	508	1
2724at3041_aligned_trimmed.fas	138960	139185	226	38	52	211	15
8849at3041_aligned_trimmed.fas	139186	139680	495	36	19	491	4
10412at3041_aligned_trimmed.fas	139681	139810	130	40	37	120	10
2815at3041_aligned_trimmed.fas	139811	140235	425	40	88	413	12
6989at3041_aligned_trimmed.fas	140236	140458	223	40	78	204	18
3137at3041_aligned_trimmed.fas	140459	140805	347	34	145	325	21
2403at3041_aligned_trimmed.fas	140806	141009	204	36	86	168	34
5103at3041_aligned_trimmed.fas	141010	141242	233	38	76	202	31
5900at3041_aligned_trimmed.fas	141243	141424	182	31	82	169	12
3179at3041_aligned_trimmed.fas	141425	141713	289	39	128	262	27
11894at3041_aligned_trimmed.fas	141714	141818	105	40	47	103	2
3493at3041_aligned_trimmed.fas	141819	142133	315	40	29	306	7
4088at3041_aligned_trimmed.fas	142134	142374	241	33	94	179	62
3588at3041_aligned_trimmed.fas	142375	142732	358	38	97	240	110
13024at3041_aligned_trimmed.fas	142733	142799	67	41	17	51	15
10951at3041_aligned_trimmed.fas	142800	142922	123	40	27	111	12
3062at3041_aligned_trimmed.fas	142923	143182	260	40	41	166	88
11326at3041_aligned_trimmed.fas	143183	143266	84	40	41	67	17
7428at3041_aligned_trimmed.fas	143267	143439	173	37	60	117	54
3946at3041_aligned_trimmed.fas	143440	143740	301	22	102	212	87
3145at3041_aligned_trimmed.fas	143741	143940	200	25	67	163	37
7266at3041_aligned_trimmed.fas	143941	144103	163	38	73	125	37
6491at3041_aligned_trimmed.fas	144104	144413	310	35	83	268	40
4310at3041_aligned_trimmed.fas	144414	144695	282	13	113	248	34
12450at3041_aligned_trimmed.fas	144696	144857	162	36	18	159	3
10012at3041_aligned_trimmed.fas	144858	144963	106	38	63	100	6
6649at3041_aligned_trimmed.fas	144964	145288	325	26	147	278	43
1512at3041_aligned_trimmed.fas	145289	145624	336	40	78	265	71
8438at3041_aligned_trimmed.fas	145625	145834	210	35	57	198	11
10491at3041_aligned_trimmed.fas	145835	145989	155	36	74	137	18
2896at3041_aligned_trimmed.fas	145990	146266	277	38	73	246	30
5929at3041_aligned_trimmed.fas	146267	146496	230	38	112	193	36
7568at3041_aligned_trimmed.fas	146497	146669	173	41	68	130	43
9281at3041_aligned_trimmed.fas	146670	146869	200	28	76	187	13
5703at3041_aligned_trimmed.fas	146870	147230	361	37	74	300	56
2318at3041_aligned_trimmed.fas	147231	147483	253	30	91	185	64
3005at3041_aligned_trimmed.fas	147484	147783	300	39	127	267	30
3806at3041_aligned_trimmed.fas	147784	148192	409	39	50	391	16
2531at3041_aligned_trimmed.fas	148193	148658	466	36	141	436	29
3239at3041_aligned_trimmed.fas	148659	149069	411	38	79	408	3
8492at3041_aligned_trimmed.fas	149070	149331	262	24	34	256	5
2124at3041_aligned_trimmed.fas	149332	149671	340	41	40	332	8
4808at3041_aligned_trimmed.fas	149672	149985	314	37	109	274	38
1149at3041_aligned_trimmed.fas	149986	150439	454	31	68	424	29
2969at3041_aligned_trimmed.fas	150440	150727	288	41	63	253	35
2743at3041_aligned_trimmed.fas	150728	151049	322	31	152	287	35
3277at3041_aligned_trimmed.fas	151050	151437	388	38	19	386	2
6407at3041_aligned_trimmed.fas	151438	151710	273	34	128	240	30
11141at3041_aligned_trimmed.fas	151711	151842	132	39	47	127	5
3537at3041_aligned_trimmed.fas	151843	152176	334	38	23	334	0
5503at3041_aligned_trimmed.fas	152177	152377	201	35	60	155	43
6347at3041_aligned_trimmed.fas	152378	152883	506	37	68	488	17
9999at3041_aligned_trimmed.fas	152884	153033	150	38	42	132	18
1584at3041_aligned_trimmed.fas	153034	153707	674	36	127	659	15
5231at3041_aligned_trimmed.fas	153708	154052	345	37	68	332	12
9470at3041_aligned_trimmed.fas	154053	154218	166	36	78	157	7
8947at3041_aligned_trimmed.fas	154219	154359	141	40	50	103	36
5364at3041_aligned_trimmed.fas	154360	154626	267	34	82	243	24
3350at3041_aligned_trimmed.fas	154627	155058	432	34	121	349	80
2664at3041_aligned_trimmed.fas	155059	155379	321	38	22	313	7
7014at3041_aligned_trimmed.fas	155380	155575	196	38	79	174	21
9168at3041_aligned_trimmed.fas	155576	155865	290	17	111	275	12
1576at3041_aligned_trimmed.fas	155866	156335	470	36	52	457	13
8275at3041_aligned_trimmed.fas	156336	156562	227	36	73	208	16
5818at3041_aligned_trimmed.fas	156563	156872	310	36	145	281	27
1187at3041_aligned_trimmed.fas	156873	157531	659	40	44	653	6
9073at3041_aligned_trimmed.fas	157532	157682	151	36	70	134	17
2267at3041_aligned_trimmed.fas	157683	157906	224	37	41	209	14
4993at3041_aligned_trimmed.fas	157907	158183	277	37	69	269	8
4253at3041_aligned_trimmed.fas	158184	158437	254	40	56	247	6
6123at3041_aligned_trimmed.fas	158438	158694	257	36	92	186	70
12513at3041_aligned_trimmed.fas	158695	158859	165	36	85	148	17
4348at3041_aligned_trimmed.fas	158860	159184	325	38	55	301	21
3061at3041_aligned_trimmed.fas	159185	159632	448	40	34	426	21
6952at3041_aligned_trimmed.fas	159633	159899	267	38	95	230	37
5027at3041_aligned_trimmed.fas	159900	160068	169	32	114	158	11
1278at3041_aligned_trimmed.fas	160069	160479	411	37	137	339	72
11417at3041_aligned_trimmed.fas	160480	160580	101	40	30	85	16
7357at3041_aligned_trimmed.fas	160581	160749	169	39	42	147	22
8989at3041_aligned_trimmed.fas	160750	160930	181	35	84	172	8
3721at3041_aligned_trimmed.fas	160931	161217	287	38	90	259	27
4374at3041_aligned_trimmed.fas	161218	161523	306	34	97	285	20
10744at3041_aligned_trimmed.fas	161524	161673	150	38	17	141	9
1504at3041_aligned_trimmed.fas	161674	162156	483	33	119	454	29
676at3041_aligned_trimmed.fas	162157	163198	1042	34	185	989	52
10076at3041_aligned_trimmed.fas	163199	163416	218	40	86	207	11
4446at3041_aligned_trimmed.fas	163417	163647	231	39	72	160	66
7319at3041_aligned_trimmed.fas	163648	163798	151	38	52	90	61
5567at3041_aligned_trimmed.fas	163799	164064	266	32	127	230	30
1738at3041_aligned_trimmed.fas	164065	164489	425	38	34	295	125
2496at3041_aligned_trimmed.fas	164490	164820	331	36	111	288	41
3261at3041_aligned_trimmed.fas	164821	165153	333	37	70	305	27
7742at3041_aligned_trimmed.fas	165154	165295	142	35	24	110	32
7070at3041_aligned_trimmed.fas	165296	165659	364	30	108	327	37
336at3041_aligned_trimmed.fas	165660	166337	678	37	349	560	114
2931at3041_aligned_trimmed.fas	166338	166681	344	43	41	337	7
11659at3041_aligned_trimmed.fas	166682	166859	178	32	105	151	27
11481at3041_aligned_trimmed.fas	166860	167131	272	34	65	264	8
6891at3041_aligned_trimmed.fas	167132	167326	195	39	91	174	21
7294at3041_aligned_trimmed.fas	167327	167482	156	39	47	136	18
4608at3041_aligned_trimmed.fas	167483	167725	243	39	104	228	14
4822at3041_aligned_trimmed.fas	167726	167935	210	41	55	191	17
7494at3041_aligned_trimmed.fas	167936	168201	266	39	42	253	13
8863at3041_aligned_trimmed.fas	168202	168333	132	39	54	105	27
9401at3041_aligned_trimmed.fas	168334	168725	392	38	60	375	17
5240at3041_aligned_trimmed.fas	168726	169036	311	36	141	282	26
2598at3041_aligned_trimmed.fas	169037	169347	311	34	98	274	37
2871at3041_aligned_trimmed.fas	169348	169851	504	36	31	501	3
1176at3041_aligned_trimmed.fas	169852	170296	445	34	48	370	73
6476at3041_aligned_trimmed.fas	170297	170553	257	33	110	245	9
8675at3041_aligned_trimmed.fas	170554	170754	201	35	87	181	20
11933at3041_aligned_trimmed.fas	170755	170874	120	37	66	113	7
7059at3041_aligned_trimmed.fas	170875	171024	150	37	21	114	36
4879at3041_aligned_trimmed.fas	171025	171309	285	38	150	271	14
8811at3041_aligned_trimmed.fas	171310	171431	122	37	42	61	59
3988at3041_aligned_trimmed.fas	171432	171670	239	40	44	207	32
1820at3041_aligned_trimmed.fas	171671	172039	369	37	94	227	140
5796at3041_aligned_trimmed.fas	172040	172218	179	40	66	143	36
4962at3041_aligned_trimmed.fas	172219	172506	288	37	123	243	44
8720at3041_aligned_trimmed.fas	172507	172738	232	38	124	217	15
11866at3041_aligned_trimmed.fas	172739	173045	307	33	119	299	8
11259at3041_aligned_trimmed.fas	173046	173157	112	35	62	94	18
1304at3041_aligned_trimmed.fas	173158	173717	560	39	114	549	10
7519at3041_aligned_trimmed.fas	173718	173928	211	41	100	205	5
7265at3041_aligned_trimmed.fas	173929	174115	187	21	46	164	21
2327at3041_aligned_trimmed.fas	174116	174537	422	37	8	422	0
3613at3041_aligned_trimmed.fas	174538	174834	297	40	20	287	10
8449at3041_aligned_trimmed.fas	174835	175001	167	38	53	156	11
3121at3041_aligned_trimmed.fas	175002	175312	311	38	83	285	26
6589at3041_aligned_trimmed.fas	175313	175518	206	36	106	172	32
1089at3041_aligned_trimmed.fas	175519	175973	455	39	122	390	62
8260at3041_aligned_trimmed.fas	175974	176228	255	34	47	241	13
1511at3041_aligned_trimmed.fas	176229	176696	468	34	225	385	83
3950at3041_aligned_trimmed.fas	176697	176960	264	35	112	244	19
3153at3041_aligned_trimmed.fas	176961	177365	405	34	65	393	12
12313at3041_aligned_trimmed.fas	177366	177511	146	33	42	143	3
8309at3041_aligned_trimmed.fas	177512	177704	193	36	98	167	26
6909at3041_aligned_trimmed.fas	177705	177915	211	37	89	191	20
5129at3041_aligned_trimmed.fas	177916	178138	223	37	106	194	29
6144at3041_aligned_trimmed.fas	178139	178306	168	40	53	143	25
7470at3041_aligned_trimmed.fas	178307	178578	272	38	103	264	7
4506at3041_aligned_trimmed.fas	178579	179193	615	35	44	599	16
7999at3041_aligned_trimmed.fas	179194	179383	190	19	92	176	14
9478at3041_aligned_trimmed.fas	179384	179537	154	38	57	135	19
12295at3041_aligned_trimmed.fas	179538	179663	126	36	42	111	14
4927at3041_aligned_trimmed.fas	179664	179916	253	35	125	234	16
9991at3041_aligned_trimmed.fas	179917	180123	207	24	71	191	16
2110at3041_aligned_trimmed.fas	180124	180496	373	36	171	308	63
1601at3041_aligned_trimmed.fas	180497	180883	387	35	34	377	9
10699at3041_aligned_trimmed.fas	180884	180984	101	38	43	80	21
10373at3041_aligned_trimmed.fas	180985	181077	93	39	35	77	15
7107at3041_aligned_trimmed.fas	181078	181395	318	38	85	295	21
1133at3041_aligned_trimmed.fas	181396	182222	827	35	100	800	24
4872at3041_aligned_trimmed.fas	182223	182459	237	43	103	214	21
8868at3041_aligned_trimmed.fas	182460	182563	104	31	14	70	30
1282at3041_aligned_trimmed.fas	182564	182924	361	37	93	283	75
6268at3041_aligned_trimmed.fas	182925	183175	251	39	64	251	0
9376at3041_aligned_trimmed.fas	183176	183368	193	37	73	167	25
4800at3041_aligned_trimmed.fas	183369	183566	198	34	70	158	40
10301at3041_aligned_trimmed.fas	183567	183733	167	38	63	147	19
10197at3041_aligned_trimmed.fas	183734	183830	97	39	47	60	37
4664at3041_aligned_trimmed.fas	183831	184054	224	40	68	216	8
8826at3041_aligned_trimmed.fas	184055	184266	212	38	70	201	9
1817at3041_aligned_trimmed.fas	184267	184629	363	35	32	312	50
5188at3041_aligned_trimmed.fas	184630	184848	219	36	92	200	19
7020at3041_aligned_trimmed.fas	184849	185139	291	38	44	277	12
7823at3041_aligned_trimmed.fas	185140	185436	297	38	130	272	24
4295at3041_aligned_trimmed.fas	185437	185611	175	37	68	140	33
10566at3041_aligned_trimmed.fas	185612	185697	86	38	26	51	33
11052at3041_aligned_trimmed.fas	185698	185826	129	41	49	119	10
4156at3041_aligned_trimmed.fas	185827	185974	148	35	14	138	10
3456at3041_aligned_trimmed.fas	185975	186260	286	31	104	237	44
5874at3041_aligned_trimmed.fas	186261	186513	253	35	90	248	5
4458at3041_aligned_trimmed.fas	186514	186799	286	35	105	236	48
9051at3041_aligned_trimmed.fas	186800	186976	177	41	60	176	1
3624at3041_aligned_trimmed.fas	186977	187233	257	35	91	175	77
6397at3041_aligned_trimmed.fas	187234	187437	204	32	73	176	28
8997at3041_aligned_trimmed.fas	187438	187578	141	38	93	135	5
5779at3041_aligned_trimmed.fas	187579	187802	224	36	40	215	9
7512at3041_aligned_trimmed.fas	187803	187975	173	39	66	127	42
10857at3041_aligned_trimmed.fas	187976	188048	73	34	8	45	28
2688at3041_aligned_trimmed.fas	188049	188411	363	37	130	288	73
11191at3041_aligned_trimmed.fas	188412	188843	432	42	49	425	7
5662at3041_aligned_trimmed.fas	188844	189018	175	39	51	150	24
830at3041_aligned_trimmed.fas	189019	189421	403	32	94	334	67
1341at3041_aligned_trimmed.fas	189422	189904	483	41	64	444	38
5737at3041_aligned_trimmed.fas	189905	190198	294	36	110	266	25
8781at3041_aligned_trimmed.fas	190199	190538	340	37	93	324	16
4203at3041_aligned_trimmed.fas	190539	190841	303	39	78	273	30
3618at3041_aligned_trimmed.fas	190842	191165	324	39	65	296	26
2505at3041_aligned_trimmed.fas	191166	191669	504	34	164	462	42
5005at3041_aligned_trimmed.fas	191670	191888	219	37	122	193	26
4403at3041_aligned_trimmed.fas	191889	192197	309	37	117	285	24
10033at3041_aligned_trimmed.fas	192198	192424	227	28	69	225	2
5934at3041_aligned_trimmed.fas	192425	192658	234	36	92	179	55
7184at3041_aligned_trimmed.fas	192659	192879	221	37	39	218	3
6773at3041_aligned_trimmed.fas	192880	193096	217	40	110	196	21
10128at3041_aligned_trimmed.fas	193097	193294	198	38	93	197	1
4331at3041_aligned_trimmed.fas	193295	193584	290	37	96	262	25
5179at3041_aligned_trimmed.fas	193585	193875	291	36	139	264	23
2990at3041_aligned_trimmed.fas	193876	194182	307	36	102	234	71
5588at3041_aligned_trimmed.fas	194183	194365	183	37	94	147	34
2088at3041_aligned_trimmed.fas	194366	194787	422	37	47	409	13
10965at3041_aligned_trimmed.fas	194788	194918	131	41	66	129	2
9651at3041_aligned_trimmed.fas	194919	195127	209	40	39	194	15
3869at3041_aligned_trimmed.fas	195128	195554	427	31	116	400	26
1201at3041_aligned_trimmed.fas	195555	196219	665	40	18	662	3
8502at3041_aligned_trimmed.fas	196220	196472	253	37	45	233	18
1428at3041_aligned_trimmed.fas	196473	196865	393	38	73	357	36
5677at3041_aligned_trimmed.fas	196866	197128	263	36	132	237	25
4080at3041_aligned_trimmed.fas	197129	197302	174	33	71	150	23
3758at3041_aligned_trimmed.fas	197303	197558	256	36	24	214	42
10668at3041_aligned_trimmed.fas	197559	197675	117	40	49	93	24
5946at3041_aligned_trimmed.fas	197676	197926	251	32	32	238	13
5145at3041_aligned_trimmed.fas	197927	198164	238	35	77	180	57
5550at3041_aligned_trimmed.fas	198165	198359	195	40	46	180	13
5788at3041_aligned_trimmed.fas	198360	198620	261	39	138	231	29
8117at3041_aligned_trimmed.fas	198621	198785	165	20	76	139	26
5262at3041_aligned_trimmed.fas	198786	198991	206	33	50	183	21
9423at3041_aligned_trimmed.fas	198992	199146	155	38	87	147	6
433at3041_aligned_trimmed.fas	199147	199775	629	36	95	607	21
7844at3041_aligned_trimmed.fas	199776	200033	258	39	77	252	6
7047at3041_aligned_trimmed.fas	200034	200269	236	35	65	169	66
11836at3041_aligned_trimmed.fas	200270	200416	147	36	56	138	9
12131at3041_aligned_trimmed.fas	200417	200529	113	36	16	103	9
4143at3041_aligned_trimmed.fas	200530	200908	379	28	84	350	29
1628at3041_aligned_trimmed.fas	200909	201568	660	41	50	630	28
3558at3041_aligned_trimmed.fas	201569	201832	264	26	100	238	25
4058at3041_aligned_trimmed.fas	201833	202172	340	37	148	321	19
8619at3041_aligned_trimmed.fas	202173	202362	190	37	60	159	29
3371at3041_aligned_trimmed.fas	202363	202613	251	38	101	231	20
10182at3041_aligned_trimmed.fas	202614	202771	158	28	54	146	12
1666at3041_aligned_trimmed.fas	202772	203183	412	38	36	409	3
2139at3041_aligned_trimmed.fas	203184	203546	363	33	157	290	70
6454at3041_aligned_trimmed.fas	203547	203713	167	41	59	165	2
226at3041_aligned_trimmed.fas	203714	204681	968	32	35	952	16
7963at3041_aligned_trimmed.fas	204682	204987	306	33	119	268	37
4016at3041_aligned_trimmed.fas	204988	205363	376	35	128	352	22
8301at3041_aligned_trimmed.fas	205364	205731	368	24	77	353	12
10642at3041_aligned_trimmed.fas	205732	206197	466	33	74	462	4
5839at3041_aligned_trimmed.fas	206198	206383	186	39	81	140	44
4327at3041_aligned_trimmed.fas	206384	206611	228	43	44	223	5
7089at3041_aligned_trimmed.fas	206612	206964	353	37	125	332	20
5950at3041_aligned_trimmed.fas	206965	207093	129	41	8	125	3
6717at3041_aligned_trimmed.fas	207094	207230	137	39	62	133	3
4200at3041_aligned_trimmed.fas	207231	207534	304	38	86	289	15
8373at3041_aligned_trimmed.fas	207535	207690	156	38	58	141	15
928at3041_aligned_trimmed.fas	207691	208352	662	36	49	631	30
7051at3041_aligned_trimmed.fas	208353	208728	376	41	83	370	6
6565at3041_aligned_trimmed.fas	208729	208906	178	38	46	158	19
7392at3041_aligned_trimmed.fas	208907	209120	214	38	10	206	7
7678at3041_aligned_trimmed.fas	209121	209379	259	38	87	248	10
10517at3041_aligned_trimmed.fas	209380	209500	121	35	60	109	12
4127at3041_aligned_trimmed.fas	209501	209761	261	38	20	256	5
11023at3041_aligned_trimmed.fas	209762	209885	124	39	46	113	9
4924at3041_aligned_trimmed.fas	209886	210213	328	35	64	294	31
7763at3041_aligned_trimmed.fas	210214	210382	169	38	60	148	21
3315at3041_aligned_trimmed.fas	210383	210846	464	34	25	455	9
6302at3041_aligned_trimmed.fas	210847	211237	391	37	19	391	0
3240at3041_aligned_trimmed.fas	211238	211667	430	34	186	398	32
4072at3041_aligned_trimmed.fas	211668	211897	230	37	49	214	15
8641at3041_aligned_trimmed.fas	211898	212129	232	38	103	223	9
2837at3041_aligned_trimmed.fas	212130	212549	420	33	165	374	44
1670at3041_aligned_trimmed.fas	212550	212924	375	34	155	285	87
8173at3041_aligned_trimmed.fas	212925	213103	179	37	106	170	7
6225at3041_aligned_trimmed.fas	213104	213355	252	39	87	221	29
4667at3041_aligned_trimmed.fas	213356	213580	225	40	109	218	7
6517at3041_aligned_trimmed.fas	213581	213803	223	39	64	169	49
5988at3041_aligned_trimmed.fas	213804	214003	200	37	91	178	22
4155at3041_aligned_trimmed.fas	214004	214202	199	39	79	186	11
8714at3041_aligned_trimmed.fas	214203	214328	126	38	42	94	30
4956at3041_aligned_trimmed.fas	214329	214649	321	39	112	267	51
11392at3041_aligned_trimmed.fas	214650	214771	122	41	31	89	33
7738at3041_aligned_trimmed.fas	214772	215123	352	36	103	333	17
2390at3041_aligned_trimmed.fas	215124	215600	477	39	109	435	39
4864at3041_aligned_trimmed.fas	215601	215868	268	38	77	259	9
11078at3041_aligned_trimmed.fas	215869	215997	129	33	38	121	8
1742at3041_aligned_trimmed.fas	215998	216422	425	37	67	388	35
6181at3041_aligned_trimmed.fas	216423	216680	258	39	91	224	34
7776at3041_aligned_trimmed.fas	216681	216896	216	35	94	188	28
6570at3041_aligned_trimmed.fas	216897	217106	210	15	74	188	22
9184at3041_aligned_trimmed.fas	217107	217275	169	39	85	159	9
5474at3041_aligned_trimmed.fas	217276	217554	279	32	89	245	33
4943at3041_aligned_trimmed.fas	217555	217859	305	38	72	280	24
4140at3041_aligned_trimmed.fas	217860	218165	306	14	166	294	11
10181at3041_aligned_trimmed.fas	218166	218309	144	41	65	117	27
5886at3041_aligned_trimmed.fas	218310	218605	296	38	98	256	38
11776at3041_aligned_trimmed.fas	218606	218768	163	37	55	131	30
9452at3041_aligned_trimmed.fas	218769	218903	135	37	53	126	9
5213at3041_aligned_trimmed.fas	218904	219142	239	39	68	237	2
6381at3041_aligned_trimmed.fas	219143	219375	233	34	99	183	48
3903at3041_aligned_trimmed.fas	219376	219702	327	40	61	314	11
1459at3041_aligned_trimmed.fas	219703	220189	487	38	46	472	13
6625at3041_aligned_trimmed.fas	220190	220366	177	41	57	167	10
4267at3041_aligned_trimmed.fas	220367	220769	403	34	135	382	21
7423at3041_aligned_trimmed.fas	220770	220937	168	38	24	167	1
3396at3041_aligned_trimmed.fas	220938	221222	285	37	129	247	38
12555at3041_aligned_trimmed.fas	221223	221355	133	31	50	125	8
5108at3041_aligned_trimmed.fas	221356	221755	400	40	84	387	12
1094at3041_aligned_trimmed.fas	221756	222509	754	39	18	753	1
9749at3041_aligned_trimmed.fas	222510	222740	231	37	110	211	20
3069at3041_aligned_trimmed.fas	222741	223209	469	36	115	439	22
4083at3041_aligned_trimmed.fas	223210	223453	244	36	50	196	48
3583at3041_aligned_trimmed.fas	223454	223758	305	35	141	265	38
5285at3041_aligned_trimmed.fas	223759	224059	301	35	103	274	27
4405at3041_aligned_trimmed.fas	224060	224352	293	32	142	270	22
1684at3041_aligned_trimmed.fas	224353	224740	388	34	46	387	1
9042at3041_aligned_trimmed.fas	224741	224919	179	38	75	149	30
7468at3041_aligned_trimmed.fas	224920	225104	185	31	44	164	21
6009at3041_aligned_trimmed.fas	225105	225517	413	29	113	404	9
4262at3041_aligned_trimmed.fas	225518	225790	273	17	132	202	65
1320at3041_aligned_trimmed.fas	225791	226237	447	31	148	381	65
3050at3041_aligned_trimmed.fas	226238	226571	334	35	114	330	4
5064at3041_aligned_trimmed.fas	226572	227358	787	31	69	774	13
4693at3041_aligned_trimmed.fas	227359	227695	337	37	125	320	17
4550at3041_aligned_trimmed.fas	227696	227973	278	32	106	197	80
3022at3041_aligned_trimmed.fas	227974	228397	424	39	50	419	5
8451at3041_aligned_trimmed.fas	228398	228534	137	20	12	59	77
7366at3041_aligned_trimmed.fas	228535	228704	170	32	18	167	3
4439at3041_aligned_trimmed.fas	228705	228938	234	39	38	184	48
4086at3041_aligned_trimmed.fas	228939	229216	278	41	78	261	16
5058at3041_aligned_trimmed.fas	229217	229402	186	39	89	151	33
5280at3041_aligned_trimmed.fas	229403	229654	252	38	104	222	30
3974at3041_aligned_trimmed.fas	229655	229912	258	39	30	221	35
1535at3041_aligned_trimmed.fas	229913	230267	355	38	122	321	33
6836at3041_aligned_trimmed.fas	230268	230440	173	41	72	135	38
2855at3041_aligned_trimmed.fas	230441	230843	403	28	174	329	72
2395at3041_aligned_trimmed.fas	230844	231137	294	35	41	149	139
3562at3041_aligned_trimmed.fas	231138	231427	290	38	30	288	2
