querry,reference,alignment_length,similarity_errors,ref_coverage,querry_coverage,ani,reference_length,querry_length,alignment_coverage,primary_cluster
public_SRR14722168_metabat2_bin.6.fa,public_SRR14722174_metabat2_bin.2.fa,24264058,2005531,0.7586234,0.7411241,0.9173456,31984326,32739534,0.7586233957220171,124
public_SRR14722168_metabat2_bin.6.fa,public_SRR14722289_concoct_bin.0.fa,19537281,2093448,0.5991412,0.5967489,0.89284855,32608811,32739534,0.599141164637987,124
public_SRR14722168_metabat2_bin.6.fa,public_SRR14722300_metabat2_bin.4.fa,8943084,1313769,0.27559948,0.27315855,0.85309666,32449567,32739534,0.27559948642766174,124
public_SRR14722168_metabat2_bin.6.fa,public_SRR14722310_metabat2_bin.3.fa,18980671,2102274,0.5961213,0.57974774,0.88924134,31840281,32739534,0.5961213407632929,124
public_SRR14722168_metabat2_bin.6.fa,public_SRR14722325_metabat2_bin.1.fa,18291364,2039088,0.60335565,0.55869347,0.8885218,30316057,32739534,0.6033556408737456,124
public_SRR14722168_metabat2_bin.6.fa,public_SRR14722326_metabat2_bin.1.fa,20117467,2158098,0.5925601,0.6144702,0.89272517,33950087,32739534,0.6144701693066248,124
public_SRR14722168_metabat2_bin.6.fa,public_SRR14722329_metabat2_bin.1.fa,21736769,2104874,0.68086666,0.6639303,0.9031653,31925147,32739534,0.6808666848111928,124
public_SRR14722168_metabat2_bin.6.fa,public_SRR12240175_concoct_merged.0.fa,8779981,1301415,0.2592091,0.26817673,0.85177475,33872195,32739534,0.2681767248122713,124
public_SRR14722168_metabat2_bin.6.fa,public_SRR12240177_metabat2_bin.4.fa,8578625,1269102,0.28701267,0.2620265,0.8520623,29889360,32739534,0.2870126693913821,124
public_SRR14722168_metabat2_bin.6.fa,public_SRR12240178_metabat2_bin.6.fa,8337707,1239707,0.27883995,0.25466785,0.8513132,29901407,32739534,0.2788399555913874,124
public_SRR14722168_metabat2_bin.6.fa,public_SRR12240179_concoct_bin.1.fa,8232609,1220940,0.27479166,0.25145772,0.85169464,29959457,32739534,0.2747916626125767,124
public_SRR14722168_metabat2_bin.6.fa,public_SRR12240187_metabat2_bin.8.fa,8157162,1214883,0.26152164,0.24915327,0.85106546,31191156,32739534,0.26152163132395606,124
public_SRR14722168_metabat2_bin.6.fa,public_SRR12240188_concoct_bin.1.fa,8289805,1234039,0.25530308,0.25320473,0.85113776,32470444,32739534,0.25530309964347886,124
public_SRR14722168_metabat2_bin.6.fa,public_SRR13167197_metabat2_bin.1.fa,8420224,1250210,0.28560698,0.25718826,0.851523,29481857,32739534,0.28560697516442063,124
public_SRR14722168_metabat2_bin.6.fa,public_SRR13126859_metabat2_bin.7.fa,8468940,1260698,0.28657046,0.25867626,0.85113865,29552732,32739534,0.2865704598816786,124
public_SRR14722168_metabat2_bin.6.fa,public_SRR13126828_metabat2_bin.1.fa,8895551,1305956,0.28847262,0.2717067,0.85319,30836724,32739534,0.28847263412287244,124
public_SRR14722168_metabat2_bin.6.fa,public_SRR13126796_metabat2_bin.1.fa,8560554,1261665,0.28998917,0.26147452,0.85261875,29520253,32739534,0.28998918132578333,124
public_SRR14722168_metabat2_bin.6.fa,public_SRR13126647_concoct_merged.0.fa,7408015,1095518,0.28214344,0.22627124,0.8521172,26256202,32739534,0.28214343414938686,124
public_SRR14722168_metabat2_bin.6.fa,public_SRR13125985_concoct_bin.8.fa,7395478,1101586,0.29927263,0.22588831,0.851046,24711508,32739534,0.2992726303874292,124
public_SRR14722168_metabat2_bin.6.fa,private_VT16_concoct_bin.11.fa,9125405,1336952,0.25796658,0.27872738,0.8534912,35374370,32739534,0.2787273942261976,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR12240174_metabat2_bin.2.fa,8172976,1197689,0.28807366,0.26735783,0.8534574,28371132,30569428,0.28807366586571165,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR12240180_concoct_bin.4.fa,8349507,1227785,0.26513043,0.2731326,0.85295117,31492074,30569428,0.2731325885456542,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR14721927_metabat2_bin.2.fa,8055408,1216569,0.24251883,0.2635119,0.8489749,33215599,30569428,0.2635118982272092,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR14721935_metabat2_bin.5.fa,6672734,1026475,0.21744123,0.21828128,0.84616876,30687529,30569428,0.21828128416403472,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR14721943_metabat2_bin.1.fa,8064048,1209168,0.25452614,0.26379454,0.85005444,31682591,30569428,0.26379453354508303,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR14721956_metabat2_bin.3.fa,8252769,1228441,0.26441002,0.26996806,0.851148,31212012,30569428,0.26996805435809923,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR14721979_metabat2_bin.1.fa,7241019,1105244,0.20953754,0.23687126,0.8473635,34557146,30569428,0.23687126236055187,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR14721992_concoct_merged.0.fa,6438959,964981,0.22465387,0.21063393,0.850134,28661687,30569428,0.22465387330480582,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR14721997_metabat2_bin.1.fa,8217812,1227565,0.25485325,0.26882452,0.8506214,32245272,30569428,0.2688245262554471,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR14722000_concoct_merged.0.fa,7267504,1097920,0.23449835,0.23773766,0.8489275,30991706,30569428,0.2377376508320666,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR14722004_metabat2_bin.1.fa,8222098,1221517,0.24712016,0.26896474,0.8514349,33271660,30569428,0.2689647316920683,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR14722006_metabat2_bin.2.fa,8235143,1223933,0.24683368,0.26939148,0.85137683,33363126,30569428,0.2693914652246683,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR14722020_concoct_merged.0.fa,5993521,912620,0.22072825,0.19606258,0.84773225,27153393,30569428,0.22072825300322504,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR14722021_metabat2_bin.1.fa,7000393,1062792,0.22788797,0.22899981,0.84818107,30718572,30569428,0.22899980333292463,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR14722028_metabat2_bin.1.fa,7848099,1172659,0.25608352,0.25673032,0.8505805,30646640,30569428,0.2567303189317118,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR14722038_metabat2_bin.1.fa,14123275,1801572,0.4228847,0.4620065,0.8724395,33397459,30569428,0.46200651840786816,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR14722068_metabat2_bin.3.fa,8121792,1214059,0.25495625,0.26568347,0.85051835,31855629,30569428,0.2656834795862062,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR14722077_concoct_merged.0.fa,7999075,1193794,0.255632,0.2616691,0.8507585,31291365,30569428,0.2616691094121879,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR14722106_metabat2_bin.2.fa,7900599,1185674,0.2283849,0.2584477,0.84992605,34593352,30569428,0.25844772103684766,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR14722108_metabat2_bin.1.fa,8047463,1204091,0.25469714,0.263252,0.8503763,31596205,30569428,0.2632519980419653,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR14722127_concoct_bin.0.fa,8431668,1235795,0.30243447,0.27582029,0.8534341,27879322,30569428,0.30243447096740733,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR14722130_metabat2_bin.9.fa,7187534,1093297,0.22349234,0.23512164,0.84788984,32160092,30569428,0.23512163852068152,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR14722139_metabat2_bin.5.fa,8284798,1240473,0.25731388,0.2710158,0.85027117,32197247,30569428,0.2710158004919163,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR14722151_metabat2_bin.3.fa,7217504,1085526,0.23857756,0.23610203,0.84959817,30252234,30569428,0.23857755430557626,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR14722166_concoct_bin.2.fa,8548384,1271338,0.26396987,0.27963835,0.8512774,32383939,30569428,0.2796383367068563,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR14722168_metabat2_bin.6.fa,8442280,1251928,0.25786194,0.27616742,0.85170734,32739534,30569428,0.27616741798374506,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR14722169_metabat2_bin.6.fa,30561112,1747,0.99972796,0.99972796,0.99994284,30569428,30569428,0.9997279635065465,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR14722174_metabat2_bin.2.fa,8552123,1271275,0.2673848,0.27976066,0.8513498,31984326,30569428,0.279760648449163,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR14722289_concoct_bin.0.fa,7103046,1080330,0.21782598,0.23235783,0.8479061,32608811,30569428,0.2323578314909916,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR14722300_metabat2_bin.4.fa,21295167,2051687,0.6562543,0.6966165,0.9036548,32449567,30569428,0.6966164692384823,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR14722310_metabat2_bin.3.fa,6923264,1058747,0.21743728,0.22647673,0.84707403,31840281,30569428,0.2264767270097432,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR14722325_metabat2_bin.1.fa,6732526,1030025,0.22207789,0.22023723,0.84700763,30316057,30569428,0.22207789093416733,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR14722326_metabat2_bin.1.fa,7339473,1116305,0.21618421,0.24009193,0.8479039,33950087,30569428,0.24009193106262897,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR14722329_metabat2_bin.1.fa,8270177,1238688,0.259049,0.27053753,0.8502223,31925147,30569428,0.2705375121837412,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR12240175_concoct_merged.0.fa,9033351,1326215,0.26668927,0.29550278,0.85318685,33872195,30569428,0.2955027814063122,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR12240177_metabat2_bin.4.fa,8875906,1296511,0.2969587,0.29035237,0.85392916,29889360,30569428,0.2969587170819315,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR12240178_metabat2_bin.6.fa,8785845,1288015,0.29382715,0.28740627,0.85339886,29901407,30569428,0.2938271433180385,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR12240179_concoct_bin.1.fa,8520582,1247725,0.28440374,0.27872887,0.8535634,29959457,30569428,0.28440375271153945,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR12240187_metabat2_bin.8.fa,8532958,1256753,0.2735698,0.2791337,0.85271776,31191156,30569428,0.27913371489973576,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR12240188_concoct_bin.1.fa,8601868,1265626,0.26491377,0.28138793,0.8528662,32470444,30569428,0.28138792783430555,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR13167197_metabat2_bin.1.fa,8813099,1293111,0.29893297,0.2882978,0.853274,29481857,30569428,0.298932967485732,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR13126859_metabat2_bin.7.fa,8860500,1301590,0.29982,0.28984842,0.85310197,29552732,30569428,0.2998199963373945,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR13126828_metabat2_bin.1.fa,9220865,1345666,0.2990222,0.30163682,0.8540629,30836724,30569428,0.3016368183271208,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR13126796_metabat2_bin.1.fa,9013196,1315384,0.30532244,0.29484347,0.8540602,29520253,30569428,0.305322450996609,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR13126647_concoct_merged.0.fa,7834827,1142783,0.2983991,0.25629616,0.85414064,26256202,30569428,0.29839909823972255,124
public_SRR14722169_metabat2_bin.6.fa,public_SRR13125985_concoct_bin.8.fa,7813166,1150225,0.3161752,0.25558758,0.85278374,24711508,30569428,0.3161752006393135,124
public_SRR14722169_metabat2_bin.6.fa,private_VT16_concoct_bin.11.fa,21571465,2050203,0.6098049,0.70565486,0.90495765,35374370,30569428,0.7056548457498125,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR12240174_metabat2_bin.2.fa,7980408,1181249,0.2812862,0.24950996,0.8519814,28371132,31984326,0.28128620317299996,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR12240180_concoct_bin.4.fa,8117695,1207567,0.25776947,0.25380227,0.8512426,31492074,31984326,0.25776946288135866,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR14721927_metabat2_bin.2.fa,11959314,1661751,0.36005113,0.3739117,0.86104965,33215599,31984326,0.37391170912902777,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR14721935_metabat2_bin.5.fa,18349491,2042577,0.59794617,0.5737026,0.8886848,30687529,31984326,0.5979461884989176,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR14721943_metabat2_bin.1.fa,21510137,2061908,0.67892605,0.6725212,0.9041425,31682591,31984326,0.6789260701563202,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR14721956_metabat2_bin.3.fa,26819464,1475027,0.8592674,0.838519,0.9450016,31212012,31984326,0.8592673871841392,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR14721979_metabat2_bin.1.fa,19601749,2121104,0.56722707,0.61285484,0.8917901,34557146,31984326,0.612854840211421,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR14721992_concoct_merged.0.fa,8349960,1199186,0.29132828,0.2610641,0.8563842,28661687,31984326,0.291328280851019,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR14721997_metabat2_bin.1.fa,21962954,2099777,0.6811217,0.68667865,0.9043946,32245272,31984326,0.6866786562893337,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR14722000_concoct_merged.0.fa,19860241,2050276,0.6408244,0.6209367,0.8967648,30991706,31984326,0.6408243870150291,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR14722004_metabat2_bin.1.fa,7982068,1188054,0.23990591,0.24956186,0.85115963,33271660,31984326,0.2495618635202755,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR14722006_metabat2_bin.2.fa,7858060,1179033,0.23553129,0.24568471,0.8499588,33363126,31984326,0.2456847144441937,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR14722020_concoct_merged.0.fa,16674470,1802157,0.61408424,0.52133256,0.89192116,27153393,31984326,0.614084214079618,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR14722021_metabat2_bin.1.fa,19001332,2042309,0.6185617,0.5940826,0.89251757,30718572,31984326,0.6185616961621784,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR14722028_metabat2_bin.1.fa,21205942,2026952,0.69194996,0.6630104,0.90441585,30646640,31984326,0.6919499821187576,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR14722038_metabat2_bin.1.fa,9950470,1437229,0.29794094,0.31110457,0.8555617,33397459,31984326,0.31110457040739264,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR14722068_metabat2_bin.3.fa,21457361,2039258,0.6735815,0.67087114,0.9049623,31855629,31984326,0.6735814571421584,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR14722077_concoct_merged.0.fa,21446003,2058546,0.6853649,0.670516,0.9040126,31291365,31984326,0.6853648921994934,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR14722106_metabat2_bin.2.fa,10031483,1440288,0.28998297,0.31363747,0.8564232,34593352,31984326,0.31363746730195285,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR14722108_metabat2_bin.1.fa,21399671,2043555,0.6772861,0.66906744,0.9045053,31596205,31984326,0.6772861171143812,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR14722127_concoct_bin.0.fa,8112678,1203291,0.29099265,0.25364542,0.8516777,27879322,31984326,0.2909926575689323,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR14722130_metabat2_bin.9.fa,18640210,1912992,0.5796069,0.58279204,0.89737284,32160092,31984326,0.5827920213169413,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR14722139_metabat2_bin.5.fa,21982986,2112063,0.6827598,0.687305,0.90392286,32197247,31984326,0.6873049630622199,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR14722151_metabat2_bin.3.fa,19431740,1965032,0.64232415,0.6075395,0.8988751,30252234,31984326,0.6423241338143821,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR14722166_concoct_bin.2.fa,24575798,2002690,0.7588885,0.76837003,0.91850966,32383939,31984326,0.7683700447525453,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR14722168_metabat2_bin.6.fa,24265863,2006061,0.7411792,0.7586798,0.9173299,32739534,31984326,0.7586798296140428,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR14722169_metabat2_bin.6.fa,8548715,1270691,0.27964917,0.26727825,0.85135883,30569428,31984326,0.2796491645182239,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR14722174_metabat2_bin.2.fa,31977787,2260,0.99979556,0.99979556,0.9999293,31984326,31984326,0.9997955561108275,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR14722289_concoct_bin.0.fa,19508096,2075968,0.59824616,0.60992676,0.8935843,32608811,31984326,0.60992674974611,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR14722300_metabat2_bin.4.fa,8897440,1311315,0.27419287,0.27818125,0.8526188,32449567,31984326,0.2781812566567762,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR14722310_metabat2_bin.3.fa,19065148,2098261,0.5987745,0.59607786,0.8899426,31840281,31984326,0.5987744894588085,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR14722325_metabat2_bin.1.fa,18439708,2042233,0.6082489,0.57652324,0.8892481,30316057,31984326,0.6082488893591934,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR14722326_metabat2_bin.1.fa,20054797,2134196,0.59071416,0.6270195,0.89358175,33950087,31984326,0.6270195282526823,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR14722329_metabat2_bin.1.fa,21825843,2094516,0.68365675,0.6823918,0.90403503,31925147,31984326,0.6836567737652077,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR12240175_concoct_merged.0.fa,8757799,1301572,0.25855422,0.27381533,0.85138136,33872195,31984326,0.27381533692471743,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR12240177_metabat2_bin.4.fa,8531848,1264646,0.28544766,0.2667509,0.8517735,29889360,31984326,0.2854476643193431,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR12240178_metabat2_bin.6.fa,8361247,1242824,0.2796272,0.261417,0.851359,29901407,31984326,0.27962720951559233,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR12240179_concoct_bin.1.fa,8227017,1219961,0.274605,0.25722027,0.8517128,29959457,31984326,0.27460501036450696,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR12240187_metabat2_bin.8.fa,8216353,1221928,0.26341933,0.25688687,0.851281,31191156,31984326,0.2634193166806642,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR12240188_concoct_bin.1.fa,8383766,1245435,0.25819683,0.26212108,0.8514468,32470444,31984326,0.2621210776803613,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR13167197_metabat2_bin.1.fa,8460861,1256608,0.28698534,0.26453146,0.8514799,29481857,31984326,0.2869853483109968,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR13126859_metabat2_bin.7.fa,8555060,1277305,0.28948456,0.26747665,0.85069597,29552732,31984326,0.28948457286453244,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR13126828_metabat2_bin.1.fa,8839164,1302726,0.28664407,0.27635923,0.8526189,30836724,31984326,0.28664406763831335,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR13126796_metabat2_bin.1.fa,8724982,1283556,0.2955592,0.2727893,0.8528873,29520253,31984326,0.29555918778880386,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR13126647_concoct_merged.0.fa,7498587,1106815,0.28559297,0.23444568,0.85239685,26256202,31984326,0.2855929810412031,124
public_SRR14722174_metabat2_bin.2.fa,public_SRR13125985_concoct_bin.8.fa,7467690,1110419,0.30219483,0.23347968,0.8513036,24711508,31984326,0.30219483165495203,124
public_SRR14722174_metabat2_bin.2.fa,private_VT16_concoct_bin.11.fa,9127955,1340430,0.25803867,0.28538838,0.85315114,35374370,31984326,0.28538838054614624,124
public_SRR14722289_concoct_bin.0.fa,public_SRR12240174_metabat2_bin.2.fa,6687364,1014969,0.23571016,0.20507844,0.84822583,28371132,32608811,0.2357101577758688,124
public_SRR14722289_concoct_bin.0.fa,public_SRR12240180_concoct_bin.4.fa,6794481,1033283,0.2157521,0.20836335,0.8479232,31492074,32608811,0.2157520968609435,124
public_SRR14722289_concoct_bin.0.fa,public_SRR14721927_metabat2_bin.2.fa,10369914,1495614,0.31220013,0.3180096,0.85577375,33215599,32608811,0.31800957109414385,124
public_SRR14722289_concoct_bin.0.fa,public_SRR14721935_metabat2_bin.5.fa,16553310,1994360,0.5394149,0.50763303,0.879519,30687529,32608811,0.5394148873961145,124
public_SRR14722289_concoct_bin.0.fa,public_SRR14721943_metabat2_bin.1.fa,18555345,2055452,0.58566374,0.56902856,0.8892259,31682591,32608811,0.5856637482710931,124
public_SRR14722289_concoct_bin.0.fa,public_SRR14721956_metabat2_bin.3.fa,18972703,2040501,0.60786545,0.5818275,0.8924507,31212012,32608811,0.6078654269388337,124
public_SRR14722289_concoct_bin.0.fa,public_SRR14721979_metabat2_bin.1.fa,23674966,2147297,0.6850961,0.7260297,0.9093009,34557146,32608811,0.7260297224575284,124
public_SRR14722289_concoct_bin.0.fa,public_SRR14721992_concoct_merged.0.fa,7138382,1054796,0.2490566,0.2189096,0.852236,28661687,32608811,0.24905658902771494,124
public_SRR14722289_concoct_bin.0.fa,public_SRR14721997_metabat2_bin.1.fa,18484735,2042679,0.5732541,0.5668632,0.88949376,32245272,32608811,0.5732541192395586,124
public_SRR14722289_concoct_bin.0.fa,public_SRR14722000_concoct_merged.0.fa,19141006,2008730,0.6176171,0.58698875,0.8950562,30991706,32608811,0.6176170488968887,124
public_SRR14722289_concoct_bin.0.fa,public_SRR14722004_metabat2_bin.1.fa,6645532,1015705,0.1997355,0.2037956,0.84715974,33271660,32608811,0.2037955937737196,124
public_SRR14722289_concoct_bin.0.fa,public_SRR14722006_metabat2_bin.2.fa,6613819,1015590,0.19823739,0.20282306,0.84644425,33363126,32608811,0.20282306521387733,124
public_SRR14722289_concoct_bin.0.fa,public_SRR14722020_concoct_merged.0.fa,15397130,1757214,0.5670426,0.47217697,0.8858739,27153393,32608811,0.567042579172334,124
public_SRR14722289_concoct_bin.0.fa,public_SRR14722021_metabat2_bin.1.fa,17628074,2003954,0.5738572,0.5405924,0.8863203,30718572,32608811,0.5738572092478778,124
public_SRR14722289_concoct_bin.0.fa,public_SRR14722028_metabat2_bin.1.fa,17916920,1985475,0.5846292,0.5494503,0.88918436,30646640,32608811,0.5846291795772718,124
public_SRR14722289_concoct_bin.0.fa,public_SRR14722038_metabat2_bin.1.fa,8566826,1277574,0.2565113,0.26271507,0.8508696,33397459,32608811,0.26271506802256606,124
public_SRR14722289_concoct_bin.0.fa,public_SRR14722068_metabat2_bin.3.fa,18663291,2053922,0.58587104,0.5723389,0.88994855,31855629,32608811,0.5858710559443042,124
public_SRR14722289_concoct_bin.0.fa,public_SRR14722077_concoct_merged.0.fa,18100670,2005510,0.57845575,0.55508524,0.8892024,31291365,32608811,0.5784557496932461,124
public_SRR14722289_concoct_bin.0.fa,public_SRR14722106_metabat2_bin.2.fa,8735970,1287562,0.2525332,0.26790214,0.85261375,34593352,32608811,0.2679021323408572,124
public_SRR14722289_concoct_bin.0.fa,public_SRR14722108_metabat2_bin.1.fa,18564948,2045066,0.58756894,0.56932306,0.8898426,31596205,32608811,0.587568918482457,124
public_SRR14722289_concoct_bin.0.fa,public_SRR14722127_concoct_bin.0.fa,6835355,1039483,0.24517651,0.20961681,0.84792554,27879322,32608811,0.24517651469429566,124
public_SRR14722289_concoct_bin.0.fa,public_SRR14722130_metabat2_bin.9.fa,16426030,1902988,0.51075816,0.5037298,0.884148,32160092,32608811,0.510758178179341,124
public_SRR14722289_concoct_bin.0.fa,public_SRR14722139_metabat2_bin.5.fa,18694358,2077208,0.58061975,0.5732916,0.88888586,32197247,32608811,0.5806197654103781,124
public_SRR14722289_concoct_bin.0.fa,public_SRR14722151_metabat2_bin.3.fa,18821478,1938158,0.6221517,0.5771899,0.89702415,30252234,32608811,0.6221516731623853,124
public_SRR14722289_concoct_bin.0.fa,public_SRR14722166_concoct_bin.2.fa,19762154,2112982,0.6102455,0.60603726,0.89307934,32383939,32608811,0.6102455294274115,124
public_SRR14722289_concoct_bin.0.fa,public_SRR14722168_metabat2_bin.6.fa,19528538,2092957,0.59648186,0.598873,0.8928257,32739534,32608811,0.5988730469197421,124
public_SRR14722289_concoct_bin.0.fa,public_SRR14722169_metabat2_bin.6.fa,7102504,1080501,0.2323401,0.21780935,0.8478704,30569428,32608811,0.23234010135878239,124
public_SRR14722289_concoct_bin.0.fa,public_SRR14722174_metabat2_bin.2.fa,19498012,2076256,0.60961145,0.5979369,0.89351445,31984326,32608811,0.6096114703183053,124
public_SRR14722289_concoct_bin.0.fa,public_SRR14722289_concoct_bin.0.fa,32604406,1301,0.99986494,0.99986494,0.9999601,32608811,32608811,0.9998649138111783,124
public_SRR14722289_concoct_bin.0.fa,public_SRR14722300_metabat2_bin.4.fa,7678276,1158454,0.23662183,0.2354663,0.84912574,32449567,32608811,0.23662183227283126,124
public_SRR14722289_concoct_bin.0.fa,public_SRR14722310_metabat2_bin.3.fa,22692562,2121273,0.71269983,0.69590276,0.9065212,31840281,32608811,0.7126998031204561,124
public_SRR14722289_concoct_bin.0.fa,public_SRR14722325_metabat2_bin.1.fa,17063433,1986176,0.5628513,0.52327675,0.8836005,30316057,32608811,0.562851329907448,124
public_SRR14722289_concoct_bin.0.fa,public_SRR14722326_metabat2_bin.1.fa,31170922,254861,0.9181397,0.9559049,0.99182373,33950087,32608811,0.955904893312424,124
public_SRR14722289_concoct_bin.0.fa,public_SRR14722329_metabat2_bin.1.fa,18575292,2063138,0.5818389,0.5696403,0.88893104,31925147,32608811,0.581838887069181,124
public_SRR14722289_concoct_bin.0.fa,public_SRR12240175_concoct_merged.0.fa,7421235,1128659,0.21909519,0.22758374,0.84791493,33872195,32608811,0.2275837349604682,124
public_SRR14722289_concoct_bin.0.fa,public_SRR12240177_metabat2_bin.4.fa,7230125,1099159,0.24189629,0.22172305,0.8479751,29889360,32608811,0.24189628014785194,124
public_SRR14722289_concoct_bin.0.fa,public_SRR12240178_metabat2_bin.6.fa,7035582,1071580,0.23529267,0.21575709,0.84769136,29901407,32608811,0.23529267368589044,124
public_SRR14722289_concoct_bin.0.fa,public_SRR12240179_concoct_bin.1.fa,7022117,1066925,0.23438732,0.21534416,0.8480622,29959457,32608811,0.23438732551127345,124
public_SRR14722289_concoct_bin.0.fa,public_SRR12240187_metabat2_bin.8.fa,6941534,1056764,0.22254814,0.21287295,0.84776217,31191156,32608811,0.2225481479429618,124
public_SRR14722289_concoct_bin.0.fa,public_SRR12240188_concoct_bin.1.fa,6976595,1063484,0.21485986,0.21394816,0.84756404,32470444,32608811,0.21485985839922608,124
public_SRR14722289_concoct_bin.0.fa,public_SRR13167197_metabat2_bin.1.fa,7158665,1088812,0.24281594,0.21953161,0.84790295,29481857,32608811,0.24281594609186252,124
public_SRR14722289_concoct_bin.0.fa,public_SRR13126859_metabat2_bin.7.fa,7230095,1103500,0.24465065,0.22172213,0.8473741,29552732,32608811,0.2446506468505179,124
public_SRR14722289_concoct_bin.0.fa,public_SRR13126828_metabat2_bin.1.fa,7472844,1126815,0.24233586,0.2291664,0.84921205,30836724,32608811,0.24233585902315694,124
public_SRR14722289_concoct_bin.0.fa,public_SRR13126796_metabat2_bin.1.fa,7284125,1105727,0.24675009,0.22337905,0.84820044,29520253,32608811,0.24675008713509333,124
