Gene.ID	family	Genome	class
CAHJWL01TS1974_02450	GT5	private_TS1974_metawrap_bin.5	GT
CAHJWL01TS1974_02476	GH23	private_TS1974_metawrap_bin.5	GH
CAHJWL01TS1974_02478	GH32	private_TS1974_metawrap_bin.5	GH
CAHJWL01TS1974_02560	GH92	private_TS1974_metawrap_bin.5	GH
CAHJWL01TS1974_02561	GH125	private_TS1974_metawrap_bin.5	GH
CAHJWL01TS1974_02590	GT2	private_TS1974_metawrap_bin.5	GT
CAHJWL01TS1974_02644	GH2	private_TS1974_metawrap_bin.5	GH
CAHJWL01TS1974_02699	GT4	private_TS1974_metawrap_bin.5	GT
CAHJWL01TS1974_02700	GT4	private_TS1974_metawrap_bin.5	GT
CAHJWL01TS1974_02703	GT4	private_TS1974_metawrap_bin.5	GT
CAHJWL01TS1974_02706	GT9	private_TS1974_metawrap_bin.5	GT
CAHJWL01TS1974_02708	GH2	private_TS1974_metawrap_bin.5	GH
CAHJWL01TS1974_02785	GH43_5	private_TS1974_metawrap_bin.5	GH
CAHJWL01TS1974_02788	GH5_13	private_TS1974_metawrap_bin.5	GH
CAHJWL01TS1974_02796	GH51	private_TS1974_metawrap_bin.5	GH
CAHJWL01TS1974_02865	GT83	private_TS1974_metawrap_bin.5	GT
CAHJWL01TS1974_02885	GH13_16	private_TS1974_metawrap_bin.5	GH
CAHJWL01TS1974_02886	GH13_3	private_TS1974_metawrap_bin.5	GH
CAHJWL01TS1974_02887	GH15	private_TS1974_metawrap_bin.5	GH
CAHJWL01TS1974_02888	GH13_26	private_TS1974_metawrap_bin.5	GH
CAHJWL01TS1974_02889	GH13_10	private_TS1974_metawrap_bin.5	GH
CAHJWL01TS1974_02999	GH43_26	private_TS1974_metawrap_bin.5	GH
CAHJWL01TS1974_03004	GH13_23	private_TS1974_metawrap_bin.5	GH
CAHJWL01TS1974_03024	GH3	private_TS1974_metawrap_bin.5	GH
CAHJWL01TS1974_03029	CE11	private_TS1974_metawrap_bin.5	CE
CAHJWL01TS1974_03042	GH38	private_TS1974_metawrap_bin.5	GH
CAHJWL01TS1974_03149	GH2	private_TS1974_metawrap_bin.5	GH
CAHJWL01TS1974_03162	GH146	private_TS1974_metawrap_bin.5	GH
CAHJWL01TS1974_03211	GH13_31	private_TS1974_metawrap_bin.5	GH
CAHJWL01TS1974_03225	GH20	private_TS1974_metawrap_bin.5	GH
CAHJWL01TS1974_03231	GH13	private_TS1974_metawrap_bin.5	GH
CAHJWL01TS1974_03232	CBM41	private_TS1974_metawrap_bin.5	CB
CAHJWL01TS1974_03232	CBM41	private_TS1974_metawrap_bin.5	CB
CAHJWL01TS1974_03232	CBM41	private_TS1974_metawrap_bin.5	CB
CAHJWL01TS1974_03232	GH13_13	private_TS1974_metawrap_bin.5	GH
CAHJWL01TS1974_03246	GH1	private_TS1974_metawrap_bin.5	GH
CAHJWL01TS1974_03276	CBM66	private_TS1974_metawrap_bin.5	CB
CAHJWL01TS1974_03285	GH38	private_TS1974_metawrap_bin.5	GH
CAHJWL01TS1974_03366	GT4	private_TS1974_metawrap_bin.5	GT
CAHJWL01TS1974_03456	GT4	private_TS1974_metawrap_bin.5	GT
CAHJWL01TS1974_03457	GT4	private_TS1974_metawrap_bin.5	GT
CAHJWL01TS1974_03466	GH5_1	private_TS1974_metawrap_bin.5	GH
NOSTOCSRR11456921_00178	GT26	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_00200	GT2	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_00244	GH133	public_SRR11456921_metawrap_bin.3	GH
NOSTOCSRR11456921_00295	GT19	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_00298	CE11	public_SRR11456921_metawrap_bin.3	CE
NOSTOCSRR11456921_00303	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_00312	CE4	public_SRR11456921_metawrap_bin.3	CE
NOSTOCSRR11456921_00389	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_00391	GT2	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_00407	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_00412	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_00414	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_00415	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_00438	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_00439	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_00440	GT2	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_00464	GT2	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_00512	GT51	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_00519	CE4	public_SRR11456921_metawrap_bin.3	CE
NOSTOCSRR11456921_00572	GH13_20	public_SRR11456921_metawrap_bin.3	GH
NOSTOCSRR11456921_00604	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_00669	GT2	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_00729	GH31	public_SRR11456921_metawrap_bin.3	GH
NOSTOCSRR11456921_00751	CE4	public_SRR11456921_metawrap_bin.3	CE
NOSTOCSRR11456921_00874	CE9	public_SRR11456921_metawrap_bin.3	CE
NOSTOCSRR11456921_00890	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_00942	GT2	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_00964	GT2	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_00975	GT35	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_00989	GH57	public_SRR11456921_metawrap_bin.3	GH
NOSTOCSRR11456921_01070	GT1	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_01163	CE4	public_SRR11456921_metawrap_bin.3	CE
NOSTOCSRR11456921_01184	GH3	public_SRR11456921_metawrap_bin.3	GH
NOSTOCSRR11456921_01204	GT9	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_01244	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_01246	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_01277	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_01280	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_01281	GT2	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_01282	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_01286	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_01314	GT26	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_01384	GH25	public_SRR11456921_metawrap_bin.3	GH
NOSTOCSRR11456921_01416	GT1	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_01507	GH57	public_SRR11456921_metawrap_bin.3	GH
NOSTOCSRR11456921_01529	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_01539	GT2	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_01644	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_01645	GH116	public_SRR11456921_metawrap_bin.3	GH
NOSTOCSRR11456921_01678	GT1	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_01733	GT14	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_01888	GH102	public_SRR11456921_metawrap_bin.3	GH
NOSTOCSRR11456921_01965	CBM20	public_SRR11456921_metawrap_bin.3	CB
NOSTOCSRR11456921_02004	GT2	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_02065	GT2	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_02224	GH102	public_SRR11456921_metawrap_bin.3	GH
NOSTOCSRR11456921_02249	CE4	public_SRR11456921_metawrap_bin.3	CE
NOSTOCSRR11456921_02313	GT83	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_02533	GH15	public_SRR11456921_metawrap_bin.3	GH
NOSTOCSRR11456921_02599	GH133	public_SRR11456921_metawrap_bin.3	GH
NOSTOCSRR11456921_02683	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_02689	GH57	public_SRR11456921_metawrap_bin.3	GH
NOSTOCSRR11456921_02691	GH13_5	public_SRR11456921_metawrap_bin.3	GH
NOSTOCSRR11456921_02781	GH18	public_SRR11456921_metawrap_bin.3	GH
NOSTOCSRR11456921_02999	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_03190	GT75	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_03198	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_03199	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_03215	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_03387	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_03388	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_03403	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_03431	GT2	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_03455	GH65	public_SRR11456921_metawrap_bin.3	GH
NOSTOCSRR11456921_03580	GH77	public_SRR11456921_metawrap_bin.3	GH
NOSTOCSRR11456921_03616	GT2	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_03617	GT2	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_03618	GT2	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_03674	GH23	public_SRR11456921_metawrap_bin.3	GH
NOSTOCSRR11456921_03771	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_03861	GT5	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_03943	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_04069	GH25	public_SRR11456921_metawrap_bin.3	GH
NOSTOCSRR11456921_04179	GH38	public_SRR11456921_metawrap_bin.3	GH
NOSTOCSRR11456921_04249	GT83	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_04269	GT51	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_04412	GT35	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_04469	GT2	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_04576	GT51	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_04588	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_04589	GT26	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_04625	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_04629	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_04741	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_04948	GT39	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_05007	GH100	public_SRR11456921_metawrap_bin.3	GH
NOSTOCSRR11456921_05055	CE4	public_SRR11456921_metawrap_bin.3	CE
NOSTOCSRR11456921_05122	GT2	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_05197	GT2	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_05271	GH100	public_SRR11456921_metawrap_bin.3	GH
NOSTOCSRR11456921_05275	GT51	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_05376	GH13_9	public_SRR11456921_metawrap_bin.3	GH
NOSTOCSRR11456921_05383	GT2	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_05388	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_05392	GT26	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_05393	GH10	public_SRR11456921_metawrap_bin.3	GH
NOSTOCSRR11456921_05439	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_05443	GT2	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_05495	AA3_2	public_SRR11456921_metawrap_bin.3	AA
NOSTOCSRR11456921_05509	GT2	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_05566	GH104	public_SRR11456921_metawrap_bin.3	GH
NOSTOCSRR11456921_05569	GH10	public_SRR11456921_metawrap_bin.3	GH
NOSTOCSRR11456921_05570	GT2	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_05589	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_05591	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_05593	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_05645	GT83	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_05706	GH13_11	public_SRR11456921_metawrap_bin.3	GH
NOSTOCSRR11456921_06010	GT2	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_06037	GT41	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_06038	GT41	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_06068	GH13	public_SRR11456921_metawrap_bin.3	GH
NOSTOCSRR11456921_06186	GH37	public_SRR11456921_metawrap_bin.3	GH
NOSTOCSRR11456921_06187	GH13_26	public_SRR11456921_metawrap_bin.3	GH
NOSTOCSRR11456921_06188	GH13_10	public_SRR11456921_metawrap_bin.3	GH
NOSTOCSRR11456921_06391	GT4	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_06392	GH65	public_SRR11456921_metawrap_bin.3	GH
NOSTOCSRR11456921_06493	GT28	public_SRR11456921_metawrap_bin.3	GT
NOSTOCSRR11456921_06501	GH13_2	public_SRR11456921_metawrap_bin.3	GH
NOSTOCSRR11456921_06789	GT1	public_SRR11456921_metawrap_bin.3	GT
CAIMSN01SRR14721985_00106	GT2	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_00292	GT2	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_00312	GT1	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_00335	GT4	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_00477	GH13_26	public_SRR14721985_metawrap_bin.2	GH
CAIMSN01SRR14721985_00478	GH13_10	public_SRR14721985_metawrap_bin.2	GH
CAIMSN01SRR14721985_00479	GH13_11	public_SRR14721985_metawrap_bin.2	GH
CAIMSN01SRR14721985_00529	GT51	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_00587	GH31	public_SRR14721985_metawrap_bin.2	GH
CAIMSN01SRR14721985_00612	GT1	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_00665	GH92	public_SRR14721985_metawrap_bin.2	GH
CAIMSN01SRR14721985_00758	GH15	public_SRR14721985_metawrap_bin.2	GH
CAIMSN01SRR14721985_00854	GH23	public_SRR14721985_metawrap_bin.2	GH
CAIMSN01SRR14721985_00878	GH103	public_SRR14721985_metawrap_bin.2	GH
CAIMSN01SRR14721985_00945	GT2	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_01089	GT20	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_01090	GH77	public_SRR14721985_metawrap_bin.2	GH
CAIMSN01SRR14721985_01091	GH13_9	public_SRR14721985_metawrap_bin.2	GH
CAIMSN01SRR14721985_01092	GH13_16	public_SRR14721985_metawrap_bin.2	GH
CAIMSN01SRR14721985_01093	GH13_3	public_SRR14721985_metawrap_bin.2	GH
CAIMSN01SRR14721985_01093	GH13_3	public_SRR14721985_metawrap_bin.2	GH
CAIMSN01SRR14721985_01198	GT4	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_01201	GT4	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_01255	GT4	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_01290	GT28	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_01297	CE11	public_SRR14721985_metawrap_bin.2	CE
CAIMSN01SRR14721985_01364	GH23	public_SRR14721985_metawrap_bin.2	GH
CAIMSN01SRR14721985_01378	GT4	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_01389	GH15	public_SRR14721985_metawrap_bin.2	GH
CAIMSN01SRR14721985_01497	GH4	public_SRR14721985_metawrap_bin.2	GH
CAIMSN01SRR14721985_01508	GT4	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_01636	GT2	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_01646	CE9	public_SRR14721985_metawrap_bin.2	CE
CAIMSN01SRR14721985_01660	GT2	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_01819	GT9	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_01820	GT4	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_01850	GT4	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_01934	GH13_11	public_SRR14721985_metawrap_bin.2	GH
CAIMSN01SRR14721985_01987	GT4	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_02210	GT111	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_02256	GT4	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_02266	GH15	public_SRR14721985_metawrap_bin.2	GH
CAIMSN01SRR14721985_02291	GT2	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_02475	GH13	public_SRR14721985_metawrap_bin.2	GH
CAIMSN01SRR14721985_02673	GT4	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_02722	GT4	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_02723	GT4	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_02752	GH3	public_SRR14721985_metawrap_bin.2	GH
CAIMSN01SRR14721985_02758	GT2	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_02760	GT4	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_02791	GT2	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_02816	GH102	public_SRR14721985_metawrap_bin.2	GH
CAIMSN01SRR14721985_02834	GH23	public_SRR14721985_metawrap_bin.2	GH
CAIMSN01SRR14721985_02844	GT2	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_02933	GT19	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_02939	GT9	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_02940	GT4	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_03002	GH15	public_SRR14721985_metawrap_bin.2	GH
CAIMSN01SRR14721985_03048	GT41	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_03086	GT4	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_03144	AA3_2	public_SRR14721985_metawrap_bin.2	AA
CAIMSN01SRR14721985_03195	GT20	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_03212	GT2	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_03294	GT21	public_SRR14721985_metawrap_bin.2	GT
CAIMSN01SRR14721985_03478	GT51	public_SRR14721985_metawrap_bin.2	GT
EB88SRR14722154_00006	GT51	public_SRR14722154_metawrap_bin.3	GT
EB88SRR14722154_00018	GT21	public_SRR14722154_metawrap_bin.3	GT
EB88SRR14722154_00019	GT83	public_SRR14722154_metawrap_bin.3	GT
EB88SRR14722154_00072	GH2	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_00087	GH42	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_00092	CBM66	public_SRR14722154_metawrap_bin.3	CB
EB88SRR14722154_00095	GH93	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_00101	GT2	public_SRR14722154_metawrap_bin.3	GT
EB88SRR14722154_00109	GH67	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_00110	GH3	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_00136	GH1	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_00137	GH29	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_00196	GH3	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_00234	GH15	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_00242	GT2	public_SRR14722154_metawrap_bin.3	GT
EB88SRR14722154_00384	GH13_11	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_00417	GH1	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_00433	CBM13	public_SRR14722154_metawrap_bin.3	CB
EB88SRR14722154_00435	GH87	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_00441	GH9	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_00481	CE14	public_SRR14722154_metawrap_bin.3	CE
EB88SRR14722154_00546	GT26	public_SRR14722154_metawrap_bin.3	GT
EB88SRR14722154_00560	CBM57	public_SRR14722154_metawrap_bin.3	CB
EB88SRR14722154_00560	CBM57	public_SRR14722154_metawrap_bin.3	CB
EB88SRR14722154_00560	GH55	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_00561	GH13_13	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_00564	GH13	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_00567	GH59	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_00569	GH2	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_00571	GH38	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_00583	GH39	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_00584	GH8	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_00585	CE15	public_SRR14722154_metawrap_bin.3	CE
EB88SRR14722154_00593	GT60	public_SRR14722154_metawrap_bin.3	GT
EB88SRR14722154_00606	GH92	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_00612	GT4	public_SRR14722154_metawrap_bin.3	GT
EB88SRR14722154_00658	GT9	public_SRR14722154_metawrap_bin.3	GT
EB88SRR14722154_00668	GT4	public_SRR14722154_metawrap_bin.3	GT
EB88SRR14722154_00701	GT5	public_SRR14722154_metawrap_bin.3	GT
EB88SRR14722154_00717	GH76	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_00776	GH76	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_00782	GH79	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_00814	GT1	public_SRR14722154_metawrap_bin.3	GT
EB88SRR14722154_00821	GT35	public_SRR14722154_metawrap_bin.3	GT
EB88SRR14722154_00836	GH146	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_00839	GH5_1	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_00869	GH92	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_00940	GH18	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_00942	GH10	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_00960	GT2	public_SRR14722154_metawrap_bin.3	GT
EB88SRR14722154_00961	GH3	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_01000	GH37	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_01020	GH3	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_01046	GT20	public_SRR14722154_metawrap_bin.3	GT
EB88SRR14722154_01060	GH3	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_01080	GH28	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_01245	GT4	public_SRR14722154_metawrap_bin.3	GT
EB88SRR14722154_01246	GT4	public_SRR14722154_metawrap_bin.3	GT
EB88SRR14722154_01248	GT4	public_SRR14722154_metawrap_bin.3	GT
EB88SRR14722154_01249	GT4	public_SRR14722154_metawrap_bin.3	GT
EB88SRR14722154_01311	GT51	public_SRR14722154_metawrap_bin.3	GT
EB88SRR14722154_01322	GH27	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_01336	GT2	public_SRR14722154_metawrap_bin.3	GT
EB88SRR14722154_01374	GH35	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_01492	GH3	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_01493	GH3	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_01499	GT21	public_SRR14722154_metawrap_bin.3	GT
EB88SRR14722154_01506	GH13_23	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_01520	GT4	public_SRR14722154_metawrap_bin.3	GT
EB88SRR14722154_01601	CBM13	public_SRR14722154_metawrap_bin.3	CB
EB88SRR14722154_01617	GH13_10	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_01618	GH15	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_01624	CE9	public_SRR14722154_metawrap_bin.3	CE
EB88SRR14722154_01631	GH67	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_01637	GH31	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_01758	GT30	public_SRR14722154_metawrap_bin.3	GT
EB88SRR14722154_01760	GT9	public_SRR14722154_metawrap_bin.3	GT
EB88SRR14722154_01814	GH77	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_01815	GH13_26	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_01820	GT19	public_SRR14722154_metawrap_bin.3	GT
EB88SRR14722154_01825	GT2	public_SRR14722154_metawrap_bin.3	GT
EB88SRR14722154_01828	GH13_3	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_01829	GH13_16	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_01897	GT83	public_SRR14722154_metawrap_bin.3	GT
EB88SRR14722154_01912	GH130	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_01913	GT4	public_SRR14722154_metawrap_bin.3	GT
EB88SRR14722154_01965	GT4	public_SRR14722154_metawrap_bin.3	GT
EB88SRR14722154_01966	GT4	public_SRR14722154_metawrap_bin.3	GT
EB88SRR14722154_01972	GH39	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_01974	GH36	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_01975	GH18	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_01978	GH20	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_01980	GH92	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_01981	GH125	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_02058	GH23	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_02103	GH38	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_02124	GH2	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_02125	GH1	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_02129	GH2	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_02131	GH16_3	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_02132	GH2	public_SRR14722154_metawrap_bin.3	GH
EB88SRR14722154_02134	GH30_3	public_SRR14722154_metawrap_bin.3	GH
